r_number,lng,lat,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195,lng_205,lat_205,lng_215,lat_215,lng_225,lat_225,lng_235,lat_235
378,-1.3333,32.3333,169.7,"(0.844722, -0.0196606, 0.534844)",714,600.0,<pygplates.pygplates.Feature object at 0x0000029070391580>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.91914424669056,19.92753644405837,,,,,,,,,,,,,,
1979,-1.3333,35.1833,6.3,"(0.817092, -0.0190175, 0.576194)",,inf,<pygplates.pygplates.Feature object at 0x00000290703912E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,-1.1833,37.85,6.3,"(0.789451, -0.0163064, 0.613596)",,inf,<pygplates.pygplates.Feature object at 0x0000029070391660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,-1.1667,35.55,6.3,"(0.81344, -0.0165662, 0.581413)",,inf,<pygplates.pygplates.Feature object at 0x00000290703916D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,-1.1333,38.2167,9.45,"(0.785523, -0.0155395, 0.618637)",304,600.0,<pygplates.pygplates.Feature object at 0x00000290703915F0>,-0.4816403246976698,37.42151684470514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,-1.05,43.7333,18.2,"(0.722444, -0.013241, 0.691302)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070391820>,,,1.1891084557795801,41.23718959680973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,-1.0167,38.0,6.3,"(0.787887, -0.0139823, 0.615661)",,inf,<pygplates.pygplates.Feature object at 0x0000029070391740>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,-0.8333,35.5833,6.3,"(0.813184, -0.0118276, 0.581886)",,inf,<pygplates.pygplates.Feature object at 0x0000029070391900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,-0.6833,38.2833,6.3,"(0.784901, -0.00936105, 0.61955)",,inf,<pygplates.pygplates.Feature object at 0x00000290703917B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,-0.6667,38.25,21.7,"(0.785264, -0.00913783, 0.619094)",,inf,<pygplates.pygplates.Feature object at 0x0000029070391970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,-0.6,44.7333,21.7,"(0.710352, -0.00743906, 0.703808)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070391890>,,,,,3.0867271203556337,40.59142889782509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,-0.6,35.3333,6.3,"(0.815757, -0.0085429, 0.578332)",,inf,<pygplates.pygplates.Feature object at 0x00000290703914A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,-0.35,38.6833,35.95,"(0.780598, -0.00476846, 0.625015)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070391A50>,,,,,,,4.354312360393979,33.51097779066751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,-0.2,35.4833,6.3,"(0.81428, -0.00284238, 0.580466)",,inf,<pygplates.pygplates.Feature object at 0x0000029070391AC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,0.05,40.0667,122.5,"(0.765295, 0.000667846, 0.643679)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070391BA0>,,,,,,,,,,,,,,,,,,,,,,,,,23.07438736412112,27.20981902546532,,,,,,,,,,,,,,,,,,,,,,
3551,0.05,40.0667,119.0,"(0.765295, 0.000667846, 0.643679)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070391B30>,,,,,,,,,,,,,,,,,,,,,,,22.588203452899698,31.68944034734687,,,,,,,,,,,,,,,,,,,,,,,,
3662,0.5167,42.3833,51.9,"(0.738622, 0.00666116, 0.674087)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070391C10>,,,,,,,,,,,8.101323149320868,32.82139245868026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,0.55,42.3167,51.9,"(0.739401, 0.00709796, 0.673228)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070391CF0>,,,,,,,,,,,8.121689579769583,32.7524862811557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,1.5,41.1667,9.45,"(0.75254, 0.0197059, 0.658252)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070391F20>,2.17780271664572,40.340843418469404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,1.5333,38.6667,8.45,"(0.780514, 0.0208924, 0.624789)",,inf,<pygplates.pygplates.Feature object at 0x00000290703919E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,1.6,41.5833,42.9,"(0.7477, 0.0208852, 0.663708)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070391F90>,,,,,,,,,7.6742421915078225,34.21916369046368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1.9333,49.0833,63.8,"(0.654588, 0.0220958, 0.755663)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070391C80>,,,,,,,,,,,,,10.977197458090266,37.68446780825167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,2.3,41.9333,44.55,"(0.743324, 0.029855, 0.668265)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070391DD0>,,,,,,,,,8.332830258879184,34.53492690200418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,2.3333,41.95,39.65,"(0.743112, 0.0302791, 0.668482)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070391D60>,,,,,,,6.968122162687524,36.718019264139514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,2.7833,39.4167,8.45,"(0.771637, 0.0375139, 0.634956)",,inf,<pygplates.pygplates.Feature object at 0x0000029070391E40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,2.8333,34.1,154.7,"(0.827048, 0.0409312, 0.560639)",714,600.0,<pygplates.pygplates.Feature object at 0x000002907038F200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.050531137222057,16.41508044809654,,,,,,,,,,,,,,,,
1996,3.0,39.8333,21.7,"(0.766859, 0.0401894, 0.640556)",,inf,<pygplates.pygplates.Feature object at 0x0000029070391EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,3.3333,43.5333,13.8,"(0.723748, 0.0421531, 0.688776)",305,600.0,<pygplates.pygplates.Feature object at 0x000002907038F190>,,,5.381826558819876,40.90135470595136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,3.8333,39.9333,8.45,"(0.765077, 0.051263, 0.641895)",,inf,<pygplates.pygplates.Feature object at 0x000002907038F2E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,4.25,39.8333,8.45,"(0.7658, 0.0569088, 0.640556)",,inf,<pygplates.pygplates.Feature object at 0x000002907038F0B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,5.6333,48.75,160.4,"(0.656162, 0.0647222, 0.75184)",305,600.0,<pygplates.pygplates.Feature object at 0x000002907038F890>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.812207661316673,33.158374838653636,,,,,,,,,,,,,,
1153,5.7333,46.1833,154.7,"(0.68889, 0.0691648, 0.721558)",305,600.0,<pygplates.pygplates.Feature object at 0x000002907038F120>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.97836338929495,29.03906944345657,,,,,,,,,,,,,,,,
3373,6.1667,47.1333,160.4,"(0.676359, 0.0730783, 0.732938)",305,600.0,<pygplates.pygplates.Feature object at 0x000002907038F430>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.54379157206484,31.62221879982537,,,,,,,,,,,,,,
3469,6.1667,47.1333,160.4,"(0.676359, 0.0730783, 0.732938)",305,600.0,<pygplates.pygplates.Feature object at 0x000002907038F270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.54379157206484,31.62221879982537,,,,,,,,,,,,,,
2833,6.3333,43.5,145.95,"(0.720947, 0.0800175, 0.688355)",,inf,<pygplates.pygplates.Feature object at 0x000002907038F350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,7.15,47.3333,160.4,"(0.672462, 0.0843556, 0.735309)",305,600.0,<pygplates.pygplates.Feature object at 0x000002907038F3C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.27886476869015,31.930919514556646,,,,,,,,,,,,,,
529,7.3167,47.3,160.4,"(0.672638, 0.0863662, 0.734915)",305,600.0,<pygplates.pygplates.Feature object at 0x000002907038F4A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.416754779051345,31.917354751980604,,,,,,,,,,,,,,
530,7.6333,47.45,160.4,"(0.670241, 0.0898257, 0.736687)",305,600.0,<pygplates.pygplates.Feature object at 0x000002907038F5F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.635458011451668,32.10194975002285,,,,,,,,,,,,,,
882,8.2,44.3667,25.55,"(0.70757, 0.101962, 0.699248)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038F660>,,,,,12.236760552046071,38.9325233754145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,8.2667,44.4,25.55,"(0.707049, 0.102728, 0.699663)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038F580>,,,,,12.305210392175104,38.95591116348022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,8.4667,44.6833,25.55,"(0.703256, 0.104684, 0.703187)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038F740>,,,,,12.556391855290062,39.20603369291767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,9.1667,41.4167,17.1,"(0.740341, 0.119468, 0.66153)",,inf,<pygplates.pygplates.Feature object at 0x000002907038F510>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,9.1667,41.4167,19.5,"(0.740341, 0.119468, 0.66153)",,inf,<pygplates.pygplates.Feature object at 0x000002907038F820>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,9.35,40.15,157.8,"(0.754204, 0.124182, 0.644791)",,inf,<pygplates.pygplates.Feature object at 0x000002907038F900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,9.37,40.16,148.55,"(0.75405, 0.124426, 0.644924)",,inf,<pygplates.pygplates.Feature object at 0x000002907038F6D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,9.5,42.1,14.9,"(0.7318, 0.122461, 0.670427)",,inf,<pygplates.pygplates.Feature object at 0x000002907038F9E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,10.2167,47.4167,122.5,"(0.665932, 0.120021, 0.736294)",305,600.0,<pygplates.pygplates.Feature object at 0x000002907038F7B0>,,,,,,,,,,,,,,,,,,,,,,,,,33.35296948112643,34.404511407635276,,,,,,,,,,,,,,,,,,,,,,
965,10.45,43.4333,6.3,"(0.714131, 0.131712, 0.68751)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038FB30>,11.309789473895114,42.24875159961076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,10.8667,43.4,6.3,"(0.713546, 0.136977, 0.687088)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038FBA0>,11.717473066451454,42.208813545222256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,11.12,45.35,51.9,"(0.68958, 0.13554, 0.711413)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038FC10>,,,,,,,,,,,18.704979944448827,32.530561914691916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,11.1333,45.75,172.2,"(0.684658, 0.134738, 0.716302)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038FA50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.48950707220299,27.052515042150137,,,,,,,,,,,,
683,11.5333,45.5333,31.0,"(0.686351, 0.140055, 0.713658)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038F970>,,,,,,,16.828499611709102,37.300005931678164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,11.6,45.7667,29.0,"(0.683334, 0.140268, 0.716505)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038F040>,,,,,15.634298578074324,39.84400292082969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,11.6,45.7667,31.0,"(0.683334, 0.140268, 0.716505)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038FCF0>,,,,,,,16.973479820087746,37.508298746769434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,11.941,48.887,154.7,"(0.643318, 0.136049, 0.753414)",305,600.0,<pygplates.pygplates.Feature object at 0x000002907038FF20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.160875058157814,32.495156684702735,,,,,,,,,,,,,,,,
1730,12.15,47.2,35.95,"(0.664222, 0.143003, 0.73373)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038FDD0>,,,,,,,17.98825064744894,38.757576596492555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,12.5,46.0833,160.4,"(0.67717, 0.150125, 0.720349)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038FD60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.99588776757676,22.167278091584816,,,,,,,,,,,,,,
806,12.5833,35.5,6.3,"(0.794561, 0.177362, 0.580703)",,inf,<pygplates.pygplates.Feature object at 0x000002907038FAC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,12.5833,46.25,154.7,"(0.674903, 0.150652, 0.722364)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038FF90>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.37771304484885,19.40902422537249,,,,,,,,,,,,,,,,
966,12.8,37.8,6.3,"(0.770519, 0.175058, 0.612907)",,inf,<pygplates.pygplates.Feature object at 0x000002907038FC80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,12.8833,47.1667,35.95,"(0.662753, 0.151587, 0.733335)",307,600.0,<pygplates.pygplates.Feature object at 0x000002907038FEB0>,,,,,,,18.582931960251095,38.573461870956685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,13.4167,38.1667,154.25,"(0.764759, 0.182427, 0.617952)",,inf,<pygplates.pygplates.Feature object at 0x000002907038FE40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,13.5167,45.9667,44.55,"(0.675824, 0.162459, 0.718936)",307,600.0,<pygplates.pygplates.Feature object at 0x00000290703922E0>,,,,,,,,,19.77846655649444,34.771940400054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,13.5667,37.8833,6.3,"(0.767241, 0.185143, 0.614055)",,inf,<pygplates.pygplates.Feature object at 0x00000290703920B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,13.6,41.5,148.55,"(0.727956, 0.176111, 0.66262)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.58425929329655,16.57818280392715,,,,,,,,,,,,,,,,,,
470,13.6167,47.55,151.15,"(0.655975, 0.1589, 0.737867)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392120>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.85661850158944,18.922128122785335,,,,,,,,,,,,,,,,
507,13.6167,46.0833,157.3,"(0.674116, 0.163294, 0.720349)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.32930544247477,18.67560392935699,,,,,,,,,,,,,,,,
3637,13.8667,45.85,51.9,"(0.676239, 0.166935, 0.717519)",307,600.0,<pygplates.pygplates.Feature object at 0x00000290703923C0>,,,,,,,,,,,20.96490826804013,31.991311859915132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,13.9,45.9167,157.3,"(0.675331, 0.167127, 0.718329)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392B30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1924669430998,18.45276429929865,,,,,,,,,,,,,,,,
247,13.9167,47.5833,154.7,"(0.654718, 0.162229, 0.738259)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.926718388954214,18.728014216046592,,,,,,,,,,,,,,,,
524,13.9167,46.3667,231.5,"(0.669785, 0.165962, 0.723771)",307,600.0,<pygplates.pygplates.Feature object at 0x00000290703924A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.69245955107441,15.679976117762218
248,13.9833,47.5833,154.7,"(0.654529, 0.16299, 0.738259)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392430>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.93467007808809,18.683727215768958,,,,,,,,,,,,,,,,
3702,14.0,45.7333,63.8,"(0.677266, 0.168861, 0.716099)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392580>,,,,,,,,,,,,,22.549678336863444,29.571619865545156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,14.075,42.125,31.95,"(0.719417, 0.180371, 0.67075)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392510>,,,,,,,17.75671328998816,33.50491526537393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,14.1,37.8,6.3,"(0.766349, 0.192494, 0.612907)",,inf,<pygplates.pygplates.Feature object at 0x0000029070392190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,14.1,37.9667,148.55,"(0.764616, 0.192058, 0.615203)",,inf,<pygplates.pygplates.Feature object at 0x00000290703926D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,14.2,45.9333,157.3,"(0.674245, 0.17061, 0.718531)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.248867052563256,18.25038561905523,,,,,,,,,,,,,,,,
2090,14.2,47.5667,63.8,"(0.654115, 0.165517, 0.738063)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392820>,,,,,,,,,,,,,23.967301048421312,30.943100254521564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,14.3167,45.8833,157.3,"(0.674503, 0.172138, 0.717923)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.21255126278971,18.161484090608056,,,,,,,,,,,,,,,,
3115,14.3333,38.0,8.45,"(0.763482, 0.195082, 0.615661)",,inf,<pygplates.pygplates.Feature object at 0x0000029070392740>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,14.5833,37.75,8.45,"(0.765216, 0.199086, 0.612217)",,inf,<pygplates.pygplates.Feature object at 0x0000029070392890>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,14.75,45.9167,157.3,"(0.672777, 0.177127, 0.718329)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.305419440809445,17.87123998413475,,,,,,,,,,,,,,,,
3158,14.8833,45.0333,151.15,"(0.682987, 0.181516, 0.707518)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392A50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.41333187724212,17.611986409809194,,,,,,,,,,,,,,,,
3159,14.9333,44.9167,154.7,"(0.684218, 0.182482, 0.706078)",307,600.0,<pygplates.pygplates.Feature object at 0x00000290703925F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.30049698887673,17.554742738236325,,,,,,,,,,,,,,,,
3505,15.0167,45.8167,157.3,"(0.673155, 0.180582, 0.717114)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392AC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.23899719735853,17.670024533972846,,,,,,,,,,,,,,,,
730,15.1333,37.1833,9.45,"(0.769077, 0.207993, 0.604367)",,inf,<pygplates.pygplates.Feature object at 0x00000290703929E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,15.1833,37.1667,21.7,"(0.769064, 0.208709, 0.604136)",,inf,<pygplates.pygplates.Feature object at 0x0000029070392C10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,15.2333,38.2333,8.15,"(0.757898, 0.206389, 0.618865)",,inf,<pygplates.pygplates.Feature object at 0x0000029070392CF0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,15.2833,45.6333,157.3,"(0.674519, 0.184316, 0.714879)",307,600.0,<pygplates.pygplates.Feature object at 0x00000290703927B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.087711924265385,17.452147760066367,,,,,,,,,,,,,,,,
657,15.3333,47.7167,63.8,"(0.648848, 0.17791, 0.739827)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392F90>,,,,,,,,,,,,,24.778234507287728,30.596625230138308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,15.5333,46.7667,14.9,"(0.659952, 0.183434, 0.728571)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070392E40>,,,17.93616619383695,42.944519132714575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,15.55,45.5,151.15,"(0.675254, 0.187899, 0.71325)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392D60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.989105995843985,17.242932248767627,,,,,,,,,,,,,,,,
2804,15.7167,46.5,14.9,"(0.662619, 0.186462, 0.725374)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070392040>,,,18.083089730723604,42.669983721465336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,15.8667,38.3833,8.15,"(0.754009, 0.214311, 0.620919)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392BA0>,16.496772463633423,37.118172109813806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,16.0,47.7333,63.8,"(0.646528, 0.185389, 0.740022)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392F20>,,,,,,,,,,,,,25.20432571792761,30.33868089413631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,16.0333,41.7833,145.95,"(0.716665, 0.205951, 0.666315)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.889550897396926,14.761495133801358,,,,,,,,,,,,,,,,,,
602,16.08,41.5,154.25,"(0.719653, 0.207445, 0.66262)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070392DD0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.992831687830442,16.02347159920406,,,,,,,,,,,,,,,,
3113,16.1167,38.6833,8.45,"(0.749933, 0.216694, 0.625015)",307,600.0,<pygplates.pygplates.Feature object at 0x00000290703940B0>,16.749226842914332,37.41461654413217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,16.2,45.4333,57.6,"(0.673876, 0.195779, 0.712434)",307,600.0,<pygplates.pygplates.Feature object at 0x00000290703942E0>,,,,,,,,,,,22.388150249252252,30.825459269250214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,16.2,45.4333,63.8,"(0.673876, 0.195779, 0.712434)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070394040>,,,,,,,,,,,,,23.756015329692275,28.41091025397172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,16.25,46.0,66.85,"(0.666907, 0.194386, 0.71934)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070394200>,,,,,,,,,,,,,24.170198024990842,28.847033994180897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,16.3833,48.5,148.55,"(0.635715, 0.1869, 0.748956)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.44043944017518,32.23573264842423,,,,,,,,,,,,,,,,,,
452,16.8167,48.9,148.55,"(0.629263, 0.190186, 0.753563)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394120>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.68675371386437,32.68140613333871,,,,,,,,,,,,,,,,,,
3118,17.7167,44.1833,151.15,"(0.683103, 0.218225, 0.696956)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070394350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.990270417062945,15.461102423817797,,,,,,,,,,,,,,,,
640,18.0833,44.6833,49.95,"(0.675885, 0.220695, 0.703187)",307,600.0,<pygplates.pygplates.Feature object at 0x00000290703943C0>,,,,,,,,,22.72533104415548,32.33824563922572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,18.09,49.03,169.3,"(0.623254, 0.203591, 0.755053)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394430>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.43323420317612,35.05944113006747,,,,,,,,,,,,,,
453,18.1167,49.5833,148.55,"(0.6162, 0.201604, 0.761349)",305,600.0,<pygplates.pygplates.Feature object at 0x00000290703944A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.526880118905567,33.513184296490486,,,,,,,,,,,,,,,,,,
