r_number,lng,lat,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195,lng_205,lat_205,lng_215,lat_215,lng_225,lat_225,lng_235,lat_235
1600,18.1333,29.75,31.0,"(0.82508, 0.270208, 0.496217)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070394510>,,,,,,,20.581961634010845,20.584078109440032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,18.25,46.1667,142.4,"(0.657726, 0.216886, 0.721358)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070394580>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.443437067140046,13.266755084227766,,,,,,,,,,,,,,,,,,
1144,18.25,46.1667,132.4,"(0.657726, 0.216886, 0.721358)",308,600.0,<pygplates.pygplates.Feature object at 0x00000290703945F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,38.41537843482806,14.464409608224308,,,,,,,,,,,,,,,,,,,,
1145,18.25,46.1667,106.75,"(0.657726, 0.216886, 0.721358)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070394660>,,,,,,,,,,,,,,,,,,,,,36.2983341442087,31.775221174297517,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,18.3,43.75,151.15,"(0.685831, 0.226817, 0.691513)",307,600.0,<pygplates.pygplates.Feature object at 0x00000290703946D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.654931520857666,14.95190218641556,,,,,,,,,,,,,,,,
512,18.3333,43.2,154.7,"(0.691968, 0.229293, 0.684547)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070394740>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.10824256441618,14.797273521321284,,,,,,,,,,,,,,,,
3205,18.3833,39.8667,6.65,"(0.728369, 0.24206, 0.641004)",307,600.0,<pygplates.pygplates.Feature object at 0x00000290703947B0>,19.001495812077355,38.56714565397985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,18.4333,40.0,26.25,"(0.726741, 0.242224, 0.642788)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070394820>,,,,,20.513644141730136,33.292218947482155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,18.45,49.1333,57.6,"(0.62067, 0.207071, 0.756234)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394890>,,,,,,,,,,,23.287572559355855,39.23223213158833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3304,18.5667,49.75,148.55,"(0.612496, 0.205731, 0.763232)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.830749505973913,33.73362394451267,,,,,,,,,,,,,,,,,,
513,18.6333,42.9333,157.3,"(0.69377, 0.233928, 0.681147)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070394970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.895601267544027,14.520068671432213,,,,,,,,,,,,,,,,
659,18.6667,49.2333,57.6,"(0.618631, 0.208995, 0.757375)",305,600.0,<pygplates.pygplates.Feature object at 0x00000290703949E0>,,,,,,,,,,,23.472180778142103,39.330435694155035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,18.6667,49.2333,63.8,"(0.618631, 0.208995, 0.757375)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394A50>,,,,,,,,,,,,,24.66074427224321,36.78349689360977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3935,18.6667,49.2333,74.8,"(0.618631, 0.208995, 0.757375)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394AC0>,,,,,,,,,,,,,,,26.27780541039866,36.728367063638544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,18.7,42.9167,168.8,"(0.693684, 0.234799, 0.680934)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070394B30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.28003448498437,16.97663879908963,,,,,,,,,,,,,,
1151,18.75,42.5,154.7,"(0.69815, 0.23699, 0.67559)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070394BA0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.483678606027617,14.330462379914646,,,,,,,,,,,,,,,,
515,19.1667,42.9167,145.95,"(0.691749, 0.240442, 0.680934)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070394C10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.13831927841408,12.487013699120695,,,,,,,,,,,,,,,,,,
511,19.4333,42.6167,154.25,"(0.693975, 0.244841, 0.67709)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070394C80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.73026431986304,13.872483532201933,,,,,,,,,,,,,,,,
212,19.8333,39.75,204.9,"(0.723237, 0.260856, 0.639439)",307,600.0,<pygplates.pygplates.Feature object at 0x0000029070394CF0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.95013173901534,17.88737850628684,,,,,,
3489,20.2,50.85,154.7,"(0.59252, 0.218005, 0.775496)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.83215654645617,35.673947705134005,,,,,,,,,,,,,,,,
523,20.4167,44.6667,148.55,"(0.66653, 0.248102, 0.702981)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070394DD0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.976057895002874,11.682490926073317,,,,,,,,,,,,,,,,,,
747,20.4333,49.3833,57.6,"(0.610034, 0.227273, 0.759082)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394E40>,,,,,,,,,,,24.96437693027874,39.470298536761284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,20.4667,50.8167,154.7,"(0.591921, 0.220918, 0.775129)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394F90>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.042947796861515,35.68677246382779,,,,,,,,,,,,,,,,
3227,20.8,50.4667,14.9,"(0.595041, 0.226035, 0.771255)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394F20>,,,22.2820866579449,47.444556531056755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,20.9833,50.0167,154.7,"(0.599953, 0.2301, 0.766232)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394D60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.694208117759413,35.004011365751204,,,,,,,,,,,,,,,,
522,21.2833,43.1167,148.55,"(0.680177, 0.264962, 0.683487)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070394190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44173407144669,10.95516559961925,,,,,,,,,,,,,,,,,,
631,21.5167,50.0667,154.7,"(0.597162, 0.23543, 0.766792)",305,600.0,<pygplates.pygplates.Feature object at 0x00000290703950B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.08086526109149,35.144419089021376,,,,,,,,,,,,,,,,
519,21.5333,43.9,148.55,"(0.67026, 0.264472, 0.693402)",308,600.0,<pygplates.pygplates.Feature object at 0x00000290703952E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.25103785258778,10.833277175274402,,,,,,,,,,,,,,,,,,
516,21.9167,44.4,148.55,"(0.662836, 0.266683, 0.699663)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070395190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.77992109294669,10.597419124314737,,,,,,,,,,,,,,,,,,
520,21.95,43.875,148.55,"(0.668599, 0.269453, 0.693087)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070395200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.249482517711456,10.531925927102794,,,,,,,,,,,,,,,,,,
517,22.2667,44.0167,148.55,"(0.665511, 0.272494, 0.694868)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070395270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.41210264689424,10.31630228735018,,,,,,,,,,,,,,,,,,
518,22.3833,43.8167,148.55,"(0.667194, 0.27477, 0.692354)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070395120>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.216812831271376,10.21566445389752,,,,,,,,,,,,,,,,,,
521,22.5833,42.9167,148.55,"(0.67619, 0.281239, 0.680934)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070395350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.31925011274438,9.991357917161071,,,,,,,,,,,,,,,,,,
1625,23.25,43.5833,14.9,"(0.665547, 0.285942, 0.689408)",308,600.0,<pygplates.pygplates.Feature object at 0x00000290703953C0>,,,24.90010154535547,39.44374811317032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,23.2833,47.25,31.0,"(0.62352, 0.268315, 0.734323)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070395430>,,,,,,,27.158884760738584,36.64097859781964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,23.4167,38.9167,151.15,"(0.713978, 0.309213, 0.62819)",307,600.0,<pygplates.pygplates.Feature object at 0x00000290703954A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.969161071841498,9.937497944266951,,,,,,,,,,,,,,,,
1624,23.5,43.5,14.9,"(0.665212, 0.289242, 0.688355)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070395510>,,,25.128738478262072,39.35121409951459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,23.6,35.5833,9.45,"(0.745251, 0.325592, 0.581886)",,inf,<pygplates.pygplates.Feature object at 0x0000029070392C80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,23.75,49.6667,151.15,"(0.59242, 0.260671, 0.762292)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070395580>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.90802207194084,35.15789836565571,,,,,,,,,,,,,,,,
3281,24.75,35.0333,8.45,"(0.743604, 0.342806, 0.574052)",,inf,<pygplates.pygplates.Feature object at 0x00000290703955F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,25.1667,45.5,145.95,"(0.634375, 0.298064, 0.71325)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070395660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.114328857363496,8.41401346101,,,,,,,,,,,,,,,,,,
3076,25.1667,45.5,154.7,"(0.634375, 0.298064, 0.71325)",308,600.0,<pygplates.pygplates.Feature object at 0x00000290703957B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7420396370945,10.72453441011547,,,,,,,,,,,,,,,,
2167,25.3333,48.0833,154.7,"(0.603806, 0.285847, 0.744117)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070395740>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.665399888128704,33.9347176600195,,,,,,,,,,,,,,,,
726,26.7,41.8167,35.95,"(0.665813, 0.334869, 0.66675)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070395890>,,,,,,,28.3642767362528,30.77317874711875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,27.3583,26.4333,57.6,"(0.795297, 0.411509, 0.445156)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070395820>,,,,,,,,,,,29.338767457245527,10.927977332679891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,27.5,41.6667,35.95,"(0.662619, 0.344938, 0.664796)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070395900>,,,,,,,28.99820114729993,30.488090351315925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,28.4667,45.2667,154.25,"(0.618713, 0.335468, 0.710391)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070395970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08503270155558,31.8588550921089,,,,,,,,,,,,,,,,
219,28.5333,44.3667,157.3,"(0.62805, 0.341476, 0.699248)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070395040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.44593458621802,8.102001115869253,,,,,,,,,,,,,,,,
1701,28.6667,44.3333,160.4,"(0.627611, 0.343133, 0.698831)",308,600.0,<pygplates.pygplates.Feature object at 0x0000029070395A50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.59181458233723,10.935569201343787,,,,,,,,,,,,,,
648,29.8333,36.3833,9.45,"(0.698376, 0.400503, 0.593184)",,inf,<pygplates.pygplates.Feature object at 0x00000290703956D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,30.05,25.4667,63.8,"(0.781484, 0.4521, 0.429986)",715,600.0,<pygplates.pygplates.Feature object at 0x00000290703959E0>,,,,,,,,,,,,,32.11230714490207,7.0136293863333234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,30.8333,37.6667,14.9,"(0.679699, 0.405717, 0.611067)",504,600.0,<pygplates.pygplates.Feature object at 0x0000029070395BA0>,,,31.57362609789857,34.5423802480884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,31.1,37.1667,13.8,"(0.682343, 0.411616, 0.604136)",504,600.0,<pygplates.pygplates.Feature object at 0x0000029070395C10>,,,31.825596030391498,34.04084954838903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,31.1167,37.3,17.1,"(0.681018, 0.411087, 0.605988)",504,600.0,<pygplates.pygplates.Feature object at 0x0000029070395CF0>,,,31.842798758089227,34.17405163847289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,31.1333,29.9833,44.55,"(0.741414, 0.447837, 0.499748)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070395C80>,,,,,,,,,32.8563886636751,17.026299600548523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,31.25,37.45,13.8,"(0.678701, 0.411846, 0.608069)",504,600.0,<pygplates.pygplates.Feature object at 0x0000029070395EB0>,,,31.972224337112614,34.32330260608214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,31.45,36.9667,17.1,"(0.681611, 0.416874, 0.601351)",504,600.0,<pygplates.pygplates.Feature object at 0x0000029070395DD0>,,,32.16055419713766,33.83892587437094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,31.6167,36.7167,16.75,"(0.682623, 0.420227, 0.597859)",504,600.0,<pygplates.pygplates.Feature object at 0x0000029070395E40>,,,32.31895134484458,33.58805197907019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,31.6833,36.8167,17.1,"(0.681245, 0.420471, 0.599257)",504,600.0,<pygplates.pygplates.Feature object at 0x0000029070395F90>,,,32.38380707086381,33.68770567233849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,33.1667,35.0833,9.45,"(0.684999, 0.447682, 0.574767)",,inf,<pygplates.pygplates.Feature object at 0x0000029070395B30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,33.3667,27.6167,13.8,"(0.740016, 0.487334, 0.463554)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070395F20>,,,33.93270352656694,23.263516174243115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,33.4667,36.8,18.2,"(0.667975, 0.441565, 0.599024)",504,600.0,<pygplates.pygplates.Feature object at 0x0000029070395D60>,,,34.09946250735614,33.66330238744182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,33.5,27.9333,0.05,"(0.736733, 0.487633, 0.468443)",715,600.0,<pygplates.pygplates.Feature object at 0x00000290703960B0>,33.704426853618806,26.4826294117181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,33.5833,27.3,13.8,"(0.740291, 0.491538, 0.45865)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070396190>,,,34.133758301378066,22.94251749534622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,33.5833,27.65,0.05,"(0.737944, 0.489979, 0.464069)",715,600.0,<pygplates.pygplates.Feature object at 0x00000290703962E0>,33.784196217912296,26.19876519489043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,33.7333,44.55,142.4,"(0.592653, 0.395748, 0.701531)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070396200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.12334342940823,31.08082524625355,,,,,,,,,,,,,,,,,,
3514,33.8667,44.65,142.4,"(0.590712, 0.396444, 0.702774)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070396270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.199298525294175,31.202463208373555,,,,,,,,,,,,,,,,,,
3397,33.9,26.7333,13.8,"(0.741292, 0.498128, 0.449838)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070396120>,,,34.42569737232121,22.369656938595273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,34.02,26.33,0.05,"(0.742854, 0.501438, 0.443541)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070396350>,34.20434520224041,24.875848765765348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,34.1333,44.4333,145.95,"(0.591057, 0.400677, 0.700078)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070396040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.480686915085776,31.044223346103777,,,,,,,,,,,,,,,,,,
3398,34.1833,26.1167,12.7,"(0.742782, 0.504478, 0.440201)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070396430>,,,34.68485840140398,21.747670077913444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,34.2,44.85,142.4,"(0.586363, 0.398492, 0.705253)",302,600.0,<pygplates.pygplates.Feature object at 0x00000290703964A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.40378408808398,31.45843205946118,,,,,,,,,,,,,,,,,,
3515,34.2333,45.0167,136.35,"(0.584433, 0.397677, 0.707313)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070396510>,,,,,,,,,,,,,,,,,,,,,,,,,,,49.329208696501304,30.459039551438693,,,,,,,,,,,,,,,,,,,,
4082,34.29,25.47,0.45,"(0.745899, 0.508627, 0.430038)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070396580>,34.46418735700543,24.01408601123424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,34.29,25.47,0.45,"(0.745899, 0.508627, 0.430038)",715,600.0,<pygplates.pygplates.Feature object at 0x00000290703965F0>,34.46418735700543,24.01408601123424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,34.3,25.95,17.1,"(0.742808, 0.506709, 0.437587)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070396660>,,,34.79381073845346,21.578757633168763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,34.3,36.54,17.1,"(0.663722, 0.45276, 0.595384)",504,600.0,<pygplates.pygplates.Feature object at 0x00000290703966D0>,,,34.90006455577616,33.400705736056146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,34.5,44.8333,136.35,"(0.584438, 0.401673, 0.705046)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070396740>,,,,,,,,,,,,,,,,,,,,,,,,,,,49.57667010332766,30.30502613651004,,,,,,,,,,,,,,,,,,,,
719,34.6167,31.3167,9.45,"(0.70307, 0.485318, 0.519768)",508,600.0,<pygplates.pygplates.Feature object at 0x00000290703967B0>,34.696879691101245,29.803525007106476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,34.6167,31.3167,14.9,"(0.70307, 0.485318, 0.519768)",508,600.0,<pygplates.pygplates.Feature object at 0x0000029070396820>,,,34.93788105398785,26.828237508348415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,34.65,25.5,17.1,"(0.742503, 0.513176, 0.430511)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070396890>,,,35.12209190940637,21.122208962054128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,34.8667,31.3833,14.9,"(0.70045, 0.488035, 0.520761)",508,600.0,<pygplates.pygplates.Feature object at 0x0000029070396900>,,,35.181524496136106,26.88086358826441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,34.9,28.1667,9.45,"(0.723028, 0.504391, 0.472038)",503,600.0,<pygplates.pygplates.Feature object at 0x0000029070396970>,34.80418532344547,26.353293064960752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,34.9167,44.8167,161.7,"(0.581669, 0.40603, 0.704841)",302,600.0,<pygplates.pygplates.Feature object at 0x00000290703969E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.22460364972946,34.074249842871616,,,,,,,,,,,,,,
675,35.0,37.25,18.2,"(0.652047, 0.456568, 0.605294)",504,600.0,<pygplates.pygplates.Feature object at 0x0000029070396A50>,,,35.5759590931369,34.109013595152284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,35.0,32.3333,9.45,"(0.692143, 0.484644, 0.534844)",508,600.0,<pygplates.pygplates.Feature object at 0x0000029070396AC0>,35.106662871145474,30.81068982445757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,35.0167,24.8,17.1,"(0.743456, 0.520896, 0.419452)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070396B30>,,,35.461678793347694,20.415553300303987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,35.1,33.0,9.45,"(0.686158, 0.48224, 0.544639)",508,600.0,<pygplates.pygplates.Feature object at 0x0000029070396BA0>,35.22669969259904,31.474783719241117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,35.1,28.1,14.9,"(0.721712, 0.507228, 0.471012)",503,600.0,<pygplates.pygplates.Feature object at 0x0000029070396C10>,,,34.87553995178585,22.8270522336025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,35.2056,38.0889,63.8,"(0.643093, 0.453747, 0.616883)",504,600.0,<pygplates.pygplates.Feature object at 0x0000029070396C80>,,,,,,,,,,,,,38.07665520790565,20.388951270605247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,35.2333,44.9333,161.7,"(0.578244, 0.40841, 0.706283)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070396CF0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.44117762091636,34.252627776077325,,,,,,,,,,,,,,
3805,35.5,27.6667,0.45,"(0.721033, 0.514307, 0.464327)",503,600.0,<pygplates.pygplates.Feature object at 0x0000029070396EB0>,35.377395667964066,25.837453570572208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,39.1667,-9.8667,119.0,"(0.763844, 0.622237, -0.171357)",701,600.0,<pygplates.pygplates.Feature object at 0x0000029070396DD0>,,,,,,,,,,,,,,,,,,,,,,,29.721748596804012,-31.45654592706994,,,,,,,,,,,,,,,,,,,,,,,,
2901,39.1667,-9.8667,132.0,"(0.763844, 0.622237, -0.171357)",701,600.0,<pygplates.pygplates.Feature object at 0x0000029070396E40>,,,,,,,,,,,,,,,,,,,,,,,,,,,26.790127866584086,-38.91793685581836,,,,,,,,,,,,,,,,,,,,
3001,39.1667,-9.8667,132.0,"(0.763844, 0.622237, -0.171357)",701,600.0,<pygplates.pygplates.Feature object at 0x0000029070396F90>,,,,,,,,,,,,,,,,,,,,,,,,,,,26.790127866584086,-38.91793685581836,,,,,,,,,,,,,,,,,,,,
3352,39.7,-4.0,0.05,"(0.767525, 0.637212, -0.0697565)",709,600.0,<pygplates.pygplates.Feature object at 0x0000029070396F20>,39.519077327596804,-5.476040277967052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,39.9,43.9833,160.4,"(0.552008, 0.46155, 0.694449)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070396D60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.631753367996886,34.37361227321287,,,,,,,,,,,,,,
3802,40.0,15.15,0.05,"(0.739421, 0.620447, 0.261347)",709,600.0,<pygplates.pygplates.Feature object at 0x00000290703963C0>,39.814448265466524,13.674020271533275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,40.1,-3.2667,0.05,"(0.763678, 0.643077, -0.0569838)",709,600.0,<pygplates.pygplates.Feature object at 0x000002907039FF20>,39.919698632640696,-4.742649618826155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,40.5,39.75,17.1,"(0.584632, 0.499323, 0.639439)",512,600.0,<pygplates.pygplates.Feature object at 0x000002907039FCF0>,,,39.95051819785226,34.68170467418507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,41.6667,15.35,8.45,"(0.720376, 0.641081, 0.264715)",709,600.0,<pygplates.pygplates.Feature object at 0x000002907039FEB0>,41.46993684274002,13.875089397725196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,41.8333,16.6667,8.45,"(0.713787, 0.638946, 0.286804)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907039FF90>,41.309594669785334,14.683645666124212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,42.5333,0.35,0.05,"(0.736871, 0.676006, 0.00610861)",709,600.0,<pygplates.pygplates.Feature object at 0x000002907039FE40>,42.35227455374681,-1.1238496500242328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,42.55,16.9333,8.45,"(0.704748, 0.646915, 0.291258)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907039FC10>,42.02568323144045,14.933724441511838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
