r_number,lat,lng,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195
660,49.1333,18.45,57.6,"(0.62067, 0.207071, 0.756234)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1580>,,,,,,,,,,,14.995820253531056,44.52855741435363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3304,49.75,18.5667,148.55,"(0.612496, 0.205731, 0.763232)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB15F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.17819876674944,41.79725397770223,,,,,,,,,,
513,42.9333,18.6333,157.3,"(0.69377, 0.233928, 0.681147)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.48564092689017,27.84966913716192,,,,,,,,
659,49.2333,18.6667,57.6,"(0.618631, 0.208995, 0.757375)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB16D0>,,,,,,,,,,,15.189104783863845,44.63396400680378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,49.2333,18.6667,63.8,"(0.618631, 0.208995, 0.757375)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1740>,,,,,,,,,,,,,14.555309741431879,42.241728615360195,,,,,,,,,,,,,,,,,,,,,,,,,,
3935,49.2333,18.6667,74.8,"(0.618631, 0.208995, 0.757375)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB17B0>,,,,,,,,,,,,,,,19.596720495393097,40.10017379515417,,,,,,,,,,,,,,,,,,,,,,,,
514,42.9167,18.7,168.8,"(0.693684, 0.234799, 0.680934)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1820>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.986747816616084,27.492462533493423,,,,,,
1151,42.5,18.75,154.7,"(0.69815, 0.23699, 0.67559)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1890>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.257621285879775,27.456849371982475,,,,,,,,
515,42.9167,19.1667,145.95,"(0.691749, 0.240442, 0.680934)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.33022376527769,27.442525559927883,,,,,,,,,,
511,42.6167,19.4333,154.25,"(0.693975, 0.244841, 0.67709)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78415959284683,27.23729534668279,,,,,,,,
3489,50.85,20.2,154.7,"(0.59252, 0.218005, 0.775496)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB19E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.568189603686204,42.93744208694969,,,,,,,,
523,44.6667,20.4167,148.55,"(0.66653, 0.248102, 0.702981)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1A50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,49.3833,20.4333,57.6,"(0.610034, 0.227273, 0.759082)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1AC0>,,,,,,,,,,,19.142430997995984,39.50332651530994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,50.8167,20.4667,154.7,"(0.591921, 0.220918, 0.775129)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1B30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.802012365946908,42.92431542246691,,,,,,,,
3227,50.4667,20.8,14.9,"(0.595041, 0.226035, 0.771255)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1BA0>,,,19.420168708740814,50.77197205098795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,50.0167,20.9833,154.7,"(0.599953, 0.2301, 0.766232)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1C10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.374743176571332,42.16912060627854,,,,,,,,
522,43.1167,21.2833,148.55,"(0.680177, 0.264962, 0.683487)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1C80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,50.0667,21.5167,154.7,"(0.597162, 0.23543, 0.766792)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1CF0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.825842280197044,42.2598303357748,,,,,,,,
519,43.9,21.5333,148.55,"(0.67026, 0.264472, 0.693402)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1F90>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,44.4,21.9167,148.55,"(0.662836, 0.266683, 0.699663)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1DD0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,43.875,21.95,148.55,"(0.668599, 0.269453, 0.693087)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1E40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,44.0167,22.2667,148.55,"(0.665511, 0.272494, 0.694868)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1D60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,43.8167,22.3833,148.55,"(0.667194, 0.27477, 0.692354)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,42.9167,22.5833,148.55,"(0.67619, 0.281239, 0.680934)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1F20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,43.5833,23.25,14.9,"(0.665547, 0.285942, 0.689408)",319,360.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1040>,,,22.011090537859086,43.909770753008324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,47.25,23.2833,31.0,"(0.62352, 0.268315, 0.734323)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2120>,,,,,,,20.788831583439578,43.01480705624088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,38.9167,23.4167,151.15,"(0.713978, 0.309213, 0.62819)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.001992570261212,22.468539779227697,,,,,,,,
1624,43.5,23.5,14.9,"(0.665212, 0.289242, 0.688355)",319,360.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB20B0>,,,22.263766481446627,43.8285508370027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,35.5833,23.6,9.45,"(0.745251, 0.325592, 0.581886)",330,245.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2200>,23.37462501349875,35.38630682939851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,49.6667,23.75,151.15,"(0.59242, 0.260671, 0.762292)",301,4500.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8193876205367,42.041461282082984,,,,,,,,
3281,35.0333,24.75,8.45,"(0.743604, 0.342806, 0.574052)",330,245.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB22E0>,24.51842201822057,34.83161167719406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,45.5,25.1667,145.95,"(0.634375, 0.298064, 0.71325)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,45.5,25.1667,154.7,"(0.634375, 0.298064, 0.71325)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB23C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,48.0833,25.3333,154.7,"(0.603806, 0.285847, 0.744117)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2430>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,41.8167,26.7,35.95,"(0.665813, 0.334869, 0.66675)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB24A0>,,,,,,,23.612097161802257,37.46487409895284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,26.4333,27.3583,57.6,"(0.795297, 0.411509, 0.445156)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2510>,,,,,,,,,,,22.428940352985695,16.111607562030503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,41.6667,27.5,35.95,"(0.662619, 0.344938, 0.664796)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2580>,,,,,,,24.353930852657818,37.287968223581885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,45.2667,28.4667,154.25,"(0.618713, 0.335468, 0.710391)",301,4500.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB25F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.69807916257956,38.094037469790464,,,,,,,,
219,44.3667,28.5333,157.3,"(0.62805, 0.341476, 0.699248)",319,360.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.90763307863525,37.208201074880954,,,,,,,,
1701,44.3333,28.6667,160.4,"(0.627611, 0.343133, 0.698831)",319,360.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB26D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.69641579265694,36.8242099362023,,,,,,
648,36.3833,29.8333,9.45,"(0.698376, 0.400503, 0.593184)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2740>,29.93027067874335,36.320814676840236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,25.4667,30.05,63.8,"(0.781484, 0.4521, 0.429986)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB27B0>,,,,,,,,,,,,,24.16159803910062,13.0031342910184,,,,,,,,,,,,,,,,,,,,,,,,,,
758,37.6667,30.8333,14.9,"(0.679699, 0.405717, 0.611067)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2820>,,,30.827441057882805,37.48208155349547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,37.1667,31.1,13.8,"(0.682343, 0.411616, 0.604136)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2890>,,,31.031014691757743,36.96382360984682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,37.3,31.1167,17.1,"(0.681018, 0.411087, 0.605988)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2900>,,,31.06381601289949,37.09520079746519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,29.9833,31.1333,44.55,"(0.741414, 0.447837, 0.499748)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2970>,,,,,,,,,26.364067671187655,22.354794812679184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,37.45,31.25,13.8,"(0.678701, 0.411846, 0.608069)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB29E0>,,,31.214435521930707,37.234176919477356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,36.9667,31.45,17.1,"(0.681611, 0.416874, 0.601351)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2A50>,,,31.354151455173866,36.73769299022888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,36.7167,31.6167,16.75,"(0.682623, 0.420227, 0.597859)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2AC0>,,,31.489473924692316,36.47597253179945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,36.8167,31.6833,17.1,"(0.681245, 0.420471, 0.599257)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2B30>,,,31.567563442696382,36.57035663307623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,35.0833,33.1667,9.45,"(0.684999, 0.447682, 0.574767)",331,245.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2BA0>,33.113002034660155,34.96219588552547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,27.6167,33.3667,13.8,"(0.740016, 0.487334, 0.463554)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2C10>,,,32.346566895122955,26.75324176740403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,36.8,33.4667,18.2,"(0.667975, 0.441565, 0.599024)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2C80>,,,33.33340227194517,36.41606262381886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,27.9333,33.5,0.05,"(0.736733, 0.487633, 0.468443)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2CF0>,33.211135243832686,27.698681844752137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,27.3,33.5833,13.8,"(0.740291, 0.491538, 0.45865)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2F90>,,,32.55728436952935,26.43428137134289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,27.65,33.5833,0.05,"(0.737944, 0.489979, 0.464069)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2DD0>,33.293001838282116,27.415094854433107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,44.55,33.7333,142.4,"(0.592653, 0.395748, 0.701531)",511,100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2E40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,44.65,33.8667,142.4,"(0.590712, 0.396444, 0.702774)",511,100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2D60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,26.7333,33.9,13.8,"(0.741292, 0.498128, 0.449838)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2EB0>,,,32.86415256108113,25.864304492898274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,26.33,34.02,0.05,"(0.742854, 0.501438, 0.443541)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2F20>,33.72306035468586,26.09359680343406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,44.4333,34.1333,145.95,"(0.591057, 0.400677, 0.700078)",511,100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB2040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,26.1167,34.1833,12.7,"(0.742782, 0.504478, 0.440201)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3120>,,,33.13741047500422,25.24480150685275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,44.85,34.2,142.4,"(0.586363, 0.398492, 0.705253)",301,4500.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.66026315737348,38.188808235173035,,,,,,,,,,
3515,45.0167,34.2333,136.35,"(0.584433, 0.397677, 0.707313)",301,4500.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB30B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,40.01984763099433,37.57765024912033,,,,,,,,,,,,
4082,25.47,34.29,0.45,"(0.745899, 0.508627, 0.430038)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3200>,33.98888369144488,25.23267747938461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,25.47,34.29,0.45,"(0.745899, 0.508627, 0.430038)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3270>,33.98888369144488,25.23267747938461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,25.95,34.3,17.1,"(0.742808, 0.506709, 0.437587)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB32E0>,,,33.25113468428675,25.076905615221083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,36.54,34.3,17.1,"(0.663722, 0.45276, 0.595384)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3350>,,,34.127465958246276,36.0930937226054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,44.8333,34.5,136.35,"(0.584438, 0.401673, 0.705046)",511,100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB33C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,31.3167,34.6167,9.45,"(0.70307, 0.485318, 0.519768)",508,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3430>,34.1880447137538,31.01779181602193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,31.3167,34.6167,14.9,"(0.70307, 0.485318, 0.519768)",508,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB34A0>,,,33.340033872363946,30.327438905049487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,25.5,34.65,17.1,"(0.742503, 0.513176, 0.430511)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3510>,,,33.592936458311506,24.62333640778147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,31.3833,34.8667,14.9,"(0.70045, 0.488035, 0.520761)",508,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3580>,,,33.59130884275851,30.382246449795524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,28.1667,34.9,9.45,"(0.723028, 0.504391, 0.472038)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB35F0>,34.2964773527758,27.540351743008976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,44.8167,34.9167,161.7,"(0.581669, 0.40603, 0.704841)",511,100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,37.25,35.0,18.2,"(0.652047, 0.456568, 0.605294)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB36D0>,,,34.90474502410733,36.74599691886565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,32.3333,35.0,9.45,"(0.692143, 0.484644, 0.534844)",508,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3740>,34.60115327996197,32.02552715219892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,24.8,35.0167,17.1,"(0.743456, 0.520896, 0.419452)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB37B0>,,,33.94839219180594,23.919644727210283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,33.0,35.1,9.45,"(0.686158, 0.48224, 0.544639)",508,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3820>,34.721584433423814,32.689775942274366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,28.1,35.1,14.9,"(0.721712, 0.507228, 0.471012)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3890>,,,33.30275901550524,26.30498230615284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,38.0889,35.2056,63.8,"(0.643093, 0.453747, 0.616883)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3900>,,,,,,,,,,,,,30.91683314369346,26.678640607291545,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,44.9333,35.2333,161.7,"(0.578244, 0.40841, 0.706283)",511,100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,27.6667,35.5,0.45,"(0.721033, 0.514307, 0.464327)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB39E0>,34.87634241266689,27.025090732164784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,-9.8667,39.1667,119.0,"(0.763844, 0.622237, -0.171357)",709,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3A50>,,,,,,,,,,,,,,,,,,,,,,,21.875499500364207,-32.809948064467655,,,,,,,,,,,,,,,,
2901,-9.8667,39.1667,132.0,"(0.763844, 0.622237, -0.171357)",709,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3AC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,17.868402022388835,-31.549870245644655,,,,,,,,,,,,
3001,-9.8667,39.1667,132.0,"(0.763844, 0.622237, -0.171357)",709,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3B30>,,,,,,,,,,,,,,,,,,,,,,,,,,,17.868402022388835,-31.549870245644655,,,,,,,,,,,,
3352,-4.0,39.7,0.05,"(0.767525, 0.637212, -0.0697565)",709,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3BA0>,38.962249883019815,-4.3309620942592915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,43.9833,39.9,160.4,"(0.552008, 0.46155, 0.694449)",301,4500.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3C10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.735117746977316,38.04747607845928,,,,,,
3802,15.15,40.0,0.05,"(0.739421, 0.620447, 0.261347)",709,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3C80>,39.31585510739529,14.818136803663673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,-3.2667,40.1,0.05,"(0.763678, 0.643077, -0.0569838)",709,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3CF0>,39.36443055974083,-3.598766501074612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,39.75,40.5,17.1,"(0.584632, 0.499323, 0.639439)",550,10.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3F90>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,15.35,41.6667,8.45,"(0.720376, 0.641081, 0.264715)",503,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3DD0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,16.6667,41.8333,8.45,"(0.713787, 0.638946, 0.286804)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3E40>,40.8538102700369,15.870219364899317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,0.35,42.5333,0.05,"(0.736871, 0.676006, 0.00610861)",709,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3D60>,41.80757351402968,0.011571871856407031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,16.9333,42.55,8.45,"(0.704748, 0.646915, 0.291258)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3EB0>,41.57436754483131,16.11930272116963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,42.7167,43.0167,131.15,"(0.537192, 0.501232, 0.678374)",513,100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3F20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,43.2,43.1167,160.4,"(0.53212, 0.49824, 0.684547)",513,100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB3040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,12.0667,43.4,0.05,"(0.710521, 0.671906, 0.20905)",709,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB4120>,42.7027103851289,11.726123554933912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,42.9167,44.1667,160.4,"(0.525322, 0.51026, 0.680934)",513,100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB4190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,35.4667,44.4333,42.9,"(0.581573, 0.570181, 0.58023)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB40B0>,,,,,,,,,38.32421473680336,24.738007102568943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,-12.8,45.15,0.05,"(0.687727, 0.691338, -0.221548)",702,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB4200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,-12.8333,45.1667,11.3,"(0.687435, 0.691447, -0.222115)",702,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB4270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,2.0667,45.3667,0.05,"(0.70211, 0.711155, 0.0360629)",709,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB42E0>,44.644672302338016,1.7216456442134003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,-9.4222,46.4472,1.3,"(0.679727, 0.714962, -0.163708)",702,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB4350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,34.21,46.7,58.8,"(0.56716, 0.601855, 0.562228)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB43C0>,,,,,,,,,,,39.70150659009057,20.062935129740428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,33.4167,47.9667,51.9,"(0.558875, 0.619969, 0.550724)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB4430>,,,,,,,,,,,40.678317306819096,19.119508430519524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,14.0833,48.8333,18.2,"(0.638467, 0.730171, 0.243332)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB44A0>,,,45.86794382250218,11.500622335666964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,14.0833,48.8333,19.5,"(0.638467, 0.730171, 0.243332)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB4510>,,,45.86794382250218,11.500622335666964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,26.3181,50.1306,13.8,"(0.574594, 0.687953, 0.443354)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB4580>,,,47.88629185441015,23.6447730708254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332,34.6403,50.7125,21.7,"(0.520967, 0.63678, 0.568423)",512,4500.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB45F0>,,,,,47.887868476944405,31.670156922269022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
