r_number,lat,lng,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195
899,35.5833,-0.8333,6.3,"(0.813184, -0.0118276, 0.581886)",707,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAE5F0>,-1.0152593114441641,35.5016792730584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,38.2833,-0.6833,6.3,"(0.784901, -0.00936105, 0.61955)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAE660>,-1.1081885691108162,38.39640400118197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,38.25,-0.6667,21.7,"(0.785264, -0.00913783, 0.619094)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAE6D0>,,,,,-2.840634605381012,37.92163631871056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,44.7333,-0.6,21.7,"(0.710352, -0.00743906, 0.703808)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAE740>,,,,,-3.001376706224815,44.399774942319645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,35.3333,-0.6,6.3,"(0.815757, -0.0085429, 0.578332)",707,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAE7B0>,-0.784149873698783,35.25047704336109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,38.6833,-0.35,35.95,"(0.780598, -0.00476846, 0.625015)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAE820>,,,,,,,-3.3878055857142884,37.37861602292736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,35.4833,-0.2,6.3,"(0.81428, -0.00284238, 0.580466)",707,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAE890>,-0.38340777562511014,35.39840734001277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,40.0667,0.05,122.5,"(0.765295, 0.000667846, 0.643679)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAE900>,,,,,,,,,,,,,,,,,,,,,,,,,10.519669444595277,29.71946038853461,,,,,,,,,,,,,,
3551,40.0667,0.05,119.0,"(0.765295, 0.000667846, 0.643679)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAE970>,,,,,,,,,,,,,,,,,,,,,,,8.541287256537407,28.900487836897053,,,,,,,,,,,,,,,,
3662,42.3833,0.5167,51.9,"(0.738622, 0.00666116, 0.674087)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAE9E0>,,,,,,,,,,,-0.6383089183121293,37.20339361017239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,42.3167,0.55,51.9,"(0.739401, 0.00709796, 0.673228)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAEA50>,,,,,,,,,,,-0.6113565934999577,37.13571822117719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,41.1667,1.5,9.45,"(0.75254, 0.0197059, 0.658252)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAEAC0>,1.0610507239244982,41.28770817978658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,38.6667,1.5333,8.45,"(0.780514, 0.0208924, 0.624789)",320,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAEB30>,1.1097229391652974,38.78785537649212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,41.5833,1.6,42.9,"(0.7477, 0.0208852, 0.663708)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAEBA0>,,,,,,,,,-0.8932370850096406,38.43713869598232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,49.0833,1.9333,63.8,"(0.654588, 0.0220958, 0.755663)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAEC10>,,,,,,,,,,,,,-0.20836676804455342,42.17716592976023,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,41.9333,2.3,44.55,"(0.743324, 0.029855, 0.668265)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAEC80>,,,,,,,,,-0.22514632801146248,38.78733912807525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,41.95,2.3333,39.65,"(0.743112, 0.0302791, 0.668482)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAECF0>,,,,,,,-0.8904904693148536,40.709509293150525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,39.4167,2.7833,8.45,"(0.771637, 0.0375139, 0.634956)",320,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAEF90>,2.3574521661895593,39.54231119467662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,34.1,2.8333,154.7,"(0.827048, 0.0409312, 0.560639)",714,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAEDD0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.888498598606443,25.361698544013198,,,,,,,,
1996,39.8333,3.0,21.7,"(0.766859, 0.0401894, 0.640556)",320,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAEE40>,,,,,-0.4130433132449845,40.59969969986492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,43.5333,3.3333,13.8,"(0.723748, 0.0421531, 0.688776)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAED60>,,,2.017656192337217,43.67809178659341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,39.9333,3.8333,8.45,"(0.765077, 0.051263, 0.641895)",320,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAEEB0>,3.4063033836412386,40.0626093788265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,39.8333,4.25,8.45,"(0.7658, 0.0569088, 0.640556)",320,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAEF20>,3.8243872124753904,39.96406827922165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,48.75,5.6333,160.4,"(0.656162, 0.0647222, 0.75184)",315,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAE040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.075155472855958,38.875801804361195,,,,,,
1153,46.1833,5.7333,154.7,"(0.68889, 0.0691648, 0.721558)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF120>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.637279887009896,37.43002636389477,,,,,,,,
3373,47.1333,6.1667,160.4,"(0.676359, 0.0730783, 0.732938)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.748729479709274,37.30724255890194,,,,,,
3469,47.1333,6.1667,160.4,"(0.676359, 0.0730783, 0.732938)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF0B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.748729479709274,37.30724255890194,,,,,,
2833,43.5,6.3333,145.95,"(0.720947, 0.0800175, 0.688355)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.09727216077935,34.940921499305034,,,,,,,,,,
528,47.3333,7.15,160.4,"(0.672462, 0.0843556, 0.735309)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.556856997587445,37.57948320545239,,,,,,
529,47.3,7.3167,160.4,"(0.672638, 0.0863662, 0.734915)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF2E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.70325617324194,37.55908594924969,,,,,,
530,47.45,7.6333,160.4,"(0.670241, 0.0898257, 0.736687)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.950823631298938,37.73241208395382,,,,,,
882,44.3667,8.2,25.55,"(0.70757, 0.101962, 0.699248)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF3C0>,,,,,7.108330993740293,42.759475967924224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,44.4,8.2667,25.55,"(0.707049, 0.102728, 0.699663)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF430>,,,,,7.17520371603699,42.7906488638162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,44.6833,8.4667,25.55,"(0.703256, 0.104684, 0.703187)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF4A0>,,,,,7.386713283633639,43.06740711016846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,41.4167,9.1667,17.1,"(0.740341, 0.119468, 0.66153)",306,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF510>,,,5.225686401926111,42.94419473677346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,41.4167,9.1667,19.5,"(0.740341, 0.119468, 0.66153)",306,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF580>,,,5.225686401926111,42.94419473677346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,40.15,9.35,157.8,"(0.754204, 0.124182, 0.644791)",306,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF5F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.140469251134489,33.64598078907322,,,,,,,,
4236,40.16,9.37,148.55,"(0.75405, 0.124426, 0.644924)",306,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.863980487924175,33.80606562277321,,,,,,,,,,
1993,42.1,9.5,14.9,"(0.7318, 0.122461, 0.670427)",306,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF6D0>,,,6.199786133990883,42.80590140934644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,47.4167,10.2167,122.5,"(0.665932, 0.120021, 0.736294)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF740>,,,,,,,,,,,,,,,,,,,,,,,,,21.025340655856326,31.985880621393136,,,,,,,,,,,,,,
965,43.4333,10.45,6.3,"(0.714131, 0.131712, 0.68751)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF7B0>,10.315768929099695,43.29506760990768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,43.4,10.8667,6.3,"(0.713546, 0.136977, 0.687088)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF820>,10.731203833965305,43.259773940139446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,45.35,11.12,51.9,"(0.68958, 0.13554, 0.711413)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF890>,,,,,,,,,,,10.474113184257527,36.451602433264355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,45.75,11.1333,172.2,"(0.684658, 0.134738, 0.716302)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13604620210411,32.487998987845295,,,,
683,45.5333,11.5333,31.0,"(0.686351, 0.140055, 0.713658)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF970>,,,,,,,9.685056669628397,41.83040721768588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,45.7667,11.6,29.0,"(0.683334, 0.140268, 0.716505)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF9E0>,,,,,10.493985701756605,44.05424737208644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,45.7667,11.6,31.0,"(0.683334, 0.140268, 0.716505)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFA50>,,,,,,,9.770754654952752,42.05972497553873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,48.887,11.941,154.7,"(0.643318, 0.136049, 0.753414)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFAC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.748218435907642,40.44004519878148,,,,,,,,
1730,47.2,12.15,35.95,"(0.664222, 0.143003, 0.73373)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFB30>,,,,,,,10.430349255771631,43.46088837818567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,46.0833,12.5,160.4,"(0.67717, 0.150125, 0.720349)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFBA0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.635695361372267,32.801987441326375,,,,,,
806,35.5,12.5833,6.3,"(0.794561, 0.177362, 0.580703)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFC10>,12.381214319457563,35.35178476355827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,46.25,12.5833,154.7,"(0.674903, 0.150652, 0.722364)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFC80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.157981739046242,33.162604168086055,,,,,,,,
966,37.8,12.8,6.3,"(0.770519, 0.175058, 0.612907)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFCF0>,12.614258281592102,37.650726971007316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,47.1667,12.8833,35.95,"(0.662753, 0.151587, 0.733335)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFF90>,,,,,,,11.111292214069826,43.39069756935071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,38.1667,13.4167,154.25,"(0.764759, 0.182427, 0.617952)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFDD0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.658431657752287,26.60249675566257,,,,,,,,
3634,45.9667,13.5167,44.55,"(0.675824, 0.162459, 0.718936)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFE40>,,,,,,,,,11.825633908165385,39.417334724199854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,37.8833,13.5667,6.3,"(0.767241, 0.185143, 0.614055)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFD60>,13.380003663708463,37.73044016885375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,41.5,13.6,148.55,"(0.727956, 0.176111, 0.66262)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFEB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6196361682054,28.76038620230537,,,,,,,,,,
470,47.55,13.6167,151.15,"(0.655975, 0.1589, 0.737867)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAFF20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.830199067529687,33.65242812602337,,,,,,,,
507,46.0833,13.6167,157.3,"(0.674116, 0.163294, 0.720349)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DAF040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.660420790052154,32.56103475289859,,,,,,,,
3637,45.85,13.8667,51.9,"(0.676239, 0.166935, 0.717519)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0120>,,,,,,,,,,,12.93420271817188,36.64404945171406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,45.9167,13.9,157.3,"(0.675331, 0.167127, 0.718329)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.704207020419215,32.30585130265438,,,,,,,,
247,47.5833,13.9167,154.7,"(0.654718, 0.162229, 0.738259)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB00B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0371134893774,33.54117115097244,,,,,,,,
248,47.5833,13.9833,154.7,"(0.654529, 0.16299, 0.738259)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.077085448273877,33.511042939827824,,,,,,,,
3702,45.7333,14.0,63.8,"(0.677266, 0.168861, 0.716099)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0270>,,,,,,,,,,,,,12.772285708409512,34.67621356643279,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,42.125,14.075,31.95,"(0.719417, 0.180371, 0.67075)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB02E0>,,,,,,,11.762886595075674,38.30214999713941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,37.8,14.1,6.3,"(0.766349, 0.192494, 0.612907)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0350>,13.911565159924761,37.644663843957524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,37.9667,14.1,148.55,"(0.764616, 0.192058, 0.615203)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB03C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.593597631047391,25.696425552902042,,,,,,,,,,
1171,45.9333,14.2,157.3,"(0.674245, 0.17061, 0.718531)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0430>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.902350321789164,32.18040380953219,,,,,,,,
2090,47.5667,14.2,63.8,"(0.654115, 0.165517, 0.738063)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB04A0>,,,,,,,,,,,,,13.318743648766475,36.460213672025404,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,45.8833,14.3167,157.3,"(0.674503, 0.172138, 0.717923)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0510>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.935463626389716,32.08925929744543,,,,,,,,
3115,38.0,14.3333,8.45,"(0.763482, 0.195082, 0.615661)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0580>,14.14585234879265,37.84358069597067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,37.75,14.5833,8.45,"(0.765216, 0.199086, 0.612217)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB05F0>,14.393468995647144,37.59243085544254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,45.9167,14.75,157.3,"(0.672777, 0.177127, 0.718329)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.229070499101688,31.915917568319543,,,,,,,,
3158,45.0333,14.8833,151.15,"(0.682987, 0.181516, 0.707518)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB06D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.633476953505404,31.186852835279932,,,,,,,,
3159,44.9167,14.9333,154.7,"(0.684218, 0.182482, 0.706078)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0740>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.57609369459793,31.075345234430177,,,,,,,,
3505,45.8167,15.0167,157.3,"(0.673155, 0.180582, 0.717114)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB07B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3167438776599,31.718589176925203,,,,,,,,
730,37.1833,15.1333,9.45,"(0.769077, 0.207993, 0.604367)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0820>,14.938168914642702,37.02321182630892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,37.1667,15.1833,21.7,"(0.769064, 0.208709, 0.604136)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0890>,,,,,13.5474874271702,35.3572367427944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,38.2333,15.2333,8.15,"(0.757898, 0.206389, 0.618865)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0900>,15.045621616740295,38.07273607282199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,45.6333,15.2833,157.3,"(0.674519, 0.184316, 0.714879)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.34116877706802,31.45812606828815,,,,,,,,
657,47.7167,15.3333,63.8,"(0.648848, 0.17791, 0.739827)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB09E0>,,,,,,,,,,,,,14.28610166045606,36.4798999956936,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,46.7667,15.5333,14.9,"(0.659952, 0.183434, 0.728571)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0A50>,,,15.084400667520647,46.12666000341263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,45.5,15.55,151.15,"(0.675254, 0.187899, 0.71325)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0AC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.40519572587684,31.2353261690614,,,,,,,,
2804,46.5,15.7167,14.9,"(0.662619, 0.186462, 0.725374)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0B30>,,,15.25748690540758,45.857350722507704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,38.3833,15.8667,8.15,"(0.754009, 0.214311, 0.620919)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0BA0>,15.678710880873673,38.219843203086086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,47.7333,16.0,63.8,"(0.646528, 0.185389, 0.740022)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0C10>,,,,,,,,,,,,,14.839484340718359,36.422636015028914,,,,,,,,,,,,,,,,,,,,,,,,,,
603,41.7833,16.0333,145.95,"(0.716665, 0.205951, 0.666315)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0C80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.46437022032955,27.89431809671517,,,,,,,,,,
602,41.5,16.08,154.25,"(0.719653, 0.207445, 0.66262)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0CF0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.80237131907619,27.914744325922506,,,,,,,,
3113,38.6833,16.1167,8.45,"(0.749933, 0.216694, 0.625015)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0F90>,15.930360373585602,38.51870284955194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,45.4333,16.2,57.6,"(0.673876, 0.195779, 0.712434)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0DD0>,,,,,,,,,,,14.859975309465224,35.990605744730416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,45.4333,16.2,63.8,"(0.673876, 0.195779, 0.712434)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0E40>,,,,,,,,,,,,,14.554639792208269,34.13029498009437,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,46.0,16.25,66.85,"(0.666907, 0.194386, 0.71934)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0D60>,,,,,,,,,,,,,14.704854252702985,34.684378418922435,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,48.5,16.3833,148.55,"(0.635715, 0.1869, 0.748956)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.44603454542308,40.41867413994225,,,,,,,,,,
452,48.9,16.8167,148.55,"(0.629263, 0.190186, 0.753563)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0F20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.773739243402613,40.84290044831074,,,,,,,,,,
3118,44.1833,17.7167,151.15,"(0.683103, 0.218225, 0.696956)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB0040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.790288133838406,29.23964331296297,,,,,,,,
640,44.6833,18.0833,49.95,"(0.675885, 0.220695, 0.703187)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1120>,,,,,,,,,15.733251043493732,37.79562655381271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,49.03,18.09,169.3,"(0.623254, 0.203591, 0.755053)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.551540619751446,40.23565620792291,,,,,,
453,49.5833,18.1167,148.55,"(0.6162, 0.201604, 0.761349)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB10B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.811733840744395,41.60295429355283,,,,,,,,,,
1600,29.75,18.1333,31.0,"(0.82508, 0.270208, 0.496217)",715,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1200>,,,,,,,14.764939700836925,25.755965265841112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,46.1667,18.25,142.4,"(0.657726, 0.216886, 0.721358)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,46.1667,18.25,132.4,"(0.657726, 0.216886, 0.721358)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB12E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,46.1667,18.25,106.75,"(0.657726, 0.216886, 0.721358)",308,65.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,43.75,18.3,151.15,"(0.685831, 0.226817, 0.691513)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB13C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.850492399481517,28.638624540065134,,,,,,,,
512,43.2,18.3333,154.7,"(0.691968, 0.229293, 0.684547)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1430>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.480076871464853,28.194834306253853,,,,,,,,
3205,39.8667,18.3833,6.65,"(0.728369, 0.24206, 0.641004)",715,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB14A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,40.0,18.4333,26.25,"(0.726741, 0.242224, 0.642788)",307,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DB1510>,,,,,16.837892026531883,38.100765156236676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
