r_number,lat,lng,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195
899,35.5833,-0.8333,6.3,"(0.813184, -0.0118276, 0.581886)",706,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8D9FDD0>,-1.4980259067452573,33.910154730086255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,38.2833,-0.6833,6.3,"(0.784901, -0.00936105, 0.61955)",304,250.0,<pygplates.pygplates.Feature object at 0x0000016CD8D9FE40>,-1.5891322458535808,36.862056306118426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,38.25,-0.6667,21.7,"(0.785264, -0.00913783, 0.619094)",304,250.0,<pygplates.pygplates.Feature object at 0x0000016CD8D9FD60>,,,,,-4.215064774041825,32.509386753890574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,44.7333,-0.6,21.7,"(0.710352, -0.00743906, 0.703808)",305,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8D9FEB0>,,,,,-4.7127640434565015,39.1176503454812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,35.3333,-0.6,6.3,"(0.815757, -0.0085429, 0.578332)",706,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8D9FF20>,-1.2675899495921323,33.66129355842189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,38.6833,-0.35,35.95,"(0.780598, -0.00476846, 0.625015)",304,250.0,<pygplates.pygplates.Feature object at 0x0000016CD8D9F040>,,,,,,,-4.8893610319758585,31.63101341267956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,35.4833,-0.2,6.3,"(0.81428, -0.00284238, 0.580466)",706,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0120>,-0.8766686263857874,33.81329892679375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,40.0667,0.05,122.5,"(0.765295, 0.000667846, 0.643679)",304,250.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0190>,,,,,,,,,,,,,,,,,,,,,,,,,12.846219894840498,25.897720772461145,,,,,,,,,,,,,,
3551,40.0667,0.05,119.0,"(0.765295, 0.000667846, 0.643679)",304,250.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA00B0>,,,,,,,,,,,,,,,,,,,,,,,13.918607853977438,28.409759009732483,,,,,,,,,,,,,,,,
3662,42.3833,0.5167,51.9,"(0.738622, 0.00666116, 0.674087)",304,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0200>,,,,,,,,,,,-3.2527719157463917,29.87011629783088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,42.3167,0.55,51.9,"(0.739401, 0.00709796, 0.673228)",304,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0270>,,,,,,,,,,,-3.22605127292087,29.80300472058696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,41.1667,1.5,9.45,"(0.75254, 0.0197059, 0.658252)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8D9EB30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,38.6667,1.5333,8.45,"(0.780514, 0.0208924, 0.624789)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA0350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,41.5833,1.6,42.9,"(0.7477, 0.0208852, 0.663708)",304,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA02E0>,,,,,,,,,-2.9600081634474487,31.889020222115647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,49.0833,1.9333,63.8,"(0.654588, 0.0220958, 0.755663)",305,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0430>,,,,,,,,,,,,,-3.3313837944117486,37.76570451649463,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,41.9333,2.3,44.55,"(0.743324, 0.029855, 0.668265)",304,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0510>,,,,,,,,,-2.366044001556299,32.26567244846939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,41.95,2.3333,39.65,"(0.743112, 0.0302791, 0.668482)",304,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0580>,,,,,,,-2.7348815068170604,35.039192520560235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,39.4167,2.7833,8.45,"(0.771637, 0.0375139, 0.634956)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA03C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,34.1,2.8333,154.7,"(0.827048, 0.0409312, 0.560639)",706,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA04A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2433837464222215,17.9233801239633,,,,,,,,
1996,39.8333,3.0,21.7,"(0.766859, 0.0401894, 0.640556)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA05F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,43.5333,3.3333,13.8,"(0.723748, 0.0421531, 0.688776)",305,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0660>,,,0.403712529328028,39.77584590190545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,39.9333,3.8333,8.45,"(0.765077, 0.051263, 0.641895)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA06D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,39.8333,4.25,8.45,"(0.7658, 0.0569088, 0.640556)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA0040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,48.75,5.6333,160.4,"(0.656162, 0.0647222, 0.75184)",375,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0740>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.180215961081306,32.4178008146744,,,,,,
1153,46.1833,5.7333,154.7,"(0.68889, 0.0691648, 0.721558)",305,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0820>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.757772936389564,30.429974638941417,,,,,,,,
3373,47.1333,6.1667,160.4,"(0.676359, 0.0730783, 0.732938)",397,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.160813676517073,30.98762063721704,,,,,,
3469,47.1333,6.1667,160.4,"(0.676359, 0.0730783, 0.732938)",397,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA07B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.160813676517073,30.98762063721704,,,,,,
2833,43.5,6.3333,145.95,"(0.720947, 0.0800175, 0.688355)",305,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.17780668762801,27.586932947939513,,,,,,,,,,
528,47.3333,7.15,160.4,"(0.672462, 0.0843556, 0.735309)",397,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0A50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.831454126966857,31.383373236454585,,,,,,
529,47.3,7.3167,160.4,"(0.672638, 0.0863662, 0.734915)",397,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA09E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.969402520341134,31.386903194607154,,,,,,
530,47.45,7.6333,160.4,"(0.670241, 0.0898257, 0.736687)",397,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0B30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.15319150411248,31.596441721699254,,,,,,
882,44.3667,8.2,25.55,"(0.70757, 0.101962, 0.699248)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0AC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,44.4,8.2667,25.55,"(0.707049, 0.102728, 0.699663)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0BA0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,44.6833,8.4667,25.55,"(0.703256, 0.104684, 0.703187)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0C80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,41.4167,9.1667,17.1,"(0.740341, 0.119468, 0.66153)",306,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0CF0>,,,6.071925821272783,37.905798736755806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,41.4167,9.1667,19.5,"(0.740341, 0.119468, 0.66153)",306,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0F90>,,,6.071925821272783,37.905798736755806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,40.15,9.35,157.8,"(0.754204, 0.124182, 0.644791)",306,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0DD0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.51421451538821,25.130199463331547,,,,,,,,
4236,40.16,9.37,148.55,"(0.75405, 0.124426, 0.644924)",306,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0E40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.434287613373655,24.759650749046056,,,,,,,,,,
1993,42.1,9.5,14.9,"(0.7318, 0.122461, 0.670427)",306,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0D60>,,,6.335501637707115,38.60284539757978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,47.4167,10.2167,122.5,"(0.665932, 0.120021, 0.736294)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,43.4333,10.45,6.3,"(0.714131, 0.131712, 0.68751)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0F20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,43.4,10.8667,6.3,"(0.713546, 0.136977, 0.687088)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA0C10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,45.35,11.12,51.9,"(0.68958, 0.13554, 0.711413)",333,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1120>,,,,,,,,,,,7.624873574061928,31.097515237312166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,45.75,11.1333,172.2,"(0.684658, 0.134738, 0.716302)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,45.5333,11.5333,31.0,"(0.686351, 0.140055, 0.713658)",333,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA10B0>,,,,,,,6.863242048113506,38.13271514978413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,45.7667,11.6,29.0,"(0.683334, 0.140268, 0.716505)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,45.7667,11.6,31.0,"(0.683334, 0.140268, 0.716505)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,48.887,11.941,154.7,"(0.643318, 0.136049, 0.753414)",397,650.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA12E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.825608747902972,34.03843312718106,,,,,,,,
1730,47.2,12.15,35.95,"(0.664222, 0.143003, 0.73373)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,46.0833,12.5,160.4,"(0.67717, 0.150125, 0.720349)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA13C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,35.5,12.5833,6.3,"(0.794561, 0.177362, 0.580703)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA0890>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,46.25,12.5833,154.7,"(0.674903, 0.150652, 0.722364)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1430>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,37.8,12.8,6.3,"(0.770519, 0.175058, 0.612907)",322,200.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1510>,9.812428279383168,36.551360823737994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,47.1667,12.8833,35.95,"(0.662753, 0.151587, 0.733335)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1580>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,38.1667,13.4167,154.25,"(0.764759, 0.182427, 0.617952)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA14A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,45.9667,13.5167,44.55,"(0.675824, 0.162459, 0.718936)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,37.8833,13.5667,6.3,"(0.767241, 0.185143, 0.614055)",322,200.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA16D0>,10.543058467814337,36.72402674179887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,41.5,13.6,148.55,"(0.727956, 0.176111, 0.66262)",307,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1740>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,47.55,13.6167,151.15,"(0.655975, 0.1589, 0.737867)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1820>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,46.0833,13.6167,157.3,"(0.674116, 0.163294, 0.720349)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA17B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,45.85,13.8667,51.9,"(0.676239, 0.166935, 0.717519)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,45.9167,13.9,157.3,"(0.675331, 0.167127, 0.718329)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,47.5833,13.9167,154.7,"(0.654718, 0.162229, 0.738259)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,47.5833,13.9833,154.7,"(0.654529, 0.16299, 0.738259)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA19E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,45.7333,14.0,63.8,"(0.677266, 0.168861, 0.716099)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1890>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,42.125,14.075,31.95,"(0.719417, 0.180371, 0.67075)",307,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1AC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,37.8,14.1,6.3,"(0.766349, 0.192494, 0.612907)",322,200.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1B30>,11.078061040837358,36.70462299192794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,37.9667,14.1,148.55,"(0.764616, 0.192058, 0.615203)",322,200.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1BA0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.479556990902378,23.36748474904629,,,,,,,,,,
1171,45.9333,14.2,157.3,"(0.674245, 0.17061, 0.718531)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1C10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,47.5667,14.2,63.8,"(0.654115, 0.165517, 0.738063)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1C80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,45.8833,14.3167,157.3,"(0.674503, 0.172138, 0.717923)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1CF0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,38.0,14.3333,8.45,"(0.763482, 0.195082, 0.615661)",322,200.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1F90>,11.2679970647632,36.929945171535095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,37.75,14.5833,8.45,"(0.765216, 0.199086, 0.612217)",322,200.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1DD0>,11.558537616800969,36.71234798747326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,45.9167,14.75,157.3,"(0.672777, 0.177127, 0.718329)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1E40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,45.0333,14.8833,151.15,"(0.682987, 0.181516, 0.707518)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1D60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,44.9167,14.9333,154.7,"(0.684218, 0.182482, 0.706078)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,45.8167,15.0167,157.3,"(0.673155, 0.180582, 0.717114)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1F20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,37.1833,15.1333,9.45,"(0.769077, 0.207993, 0.604367)",322,200.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA1A50>,12.200470482486297,36.217176615502105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,37.1667,15.1833,21.7,"(0.769064, 0.208709, 0.604136)",322,200.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2120>,,,,,2.147270202082111,32.59482739279113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,38.2333,15.2333,8.15,"(0.757898, 0.206389, 0.618865)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA15F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,45.6333,15.2833,157.3,"(0.674519, 0.184316, 0.714879)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,47.7167,15.3333,63.8,"(0.648848, 0.17791, 0.739827)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,46.7667,15.5333,14.9,"(0.659952, 0.183434, 0.728571)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,45.5,15.55,151.15,"(0.675254, 0.187899, 0.71325)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,46.5,15.7167,14.9,"(0.662619, 0.186462, 0.725374)",337,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA22E0>,,,11.820448106721116,43.29137820441716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,38.3833,15.8667,8.15,"(0.754009, 0.214311, 0.620919)",322,200.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA23C0>,12.69133307925322,37.49062975990484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,47.7333,16.0,63.8,"(0.646528, 0.185389, 0.740022)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2430>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,41.7833,16.0333,145.95,"(0.716665, 0.205951, 0.666315)",307,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA24A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.633287605605748,17.247583789060933,,,,,,,,,,
602,41.5,16.08,154.25,"(0.719653, 0.207445, 0.66262)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA20B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,38.6833,16.1167,8.45,"(0.749933, 0.216694, 0.625015)",322,200.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2510>,12.877903863719002,37.81685912891312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,45.4333,16.2,57.6,"(0.673876, 0.195779, 0.712434)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA25F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,45.4333,16.2,63.8,"(0.673876, 0.195779, 0.712434)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,46.0,16.25,66.85,"(0.666907, 0.194386, 0.71934)",337,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2740>,,,,,,,,,,,,,8.88487457224125,35.25504412433402,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,48.5,16.3833,148.55,"(0.635715, 0.1869, 0.748956)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA26D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,48.9,16.8167,148.55,"(0.629263, 0.190186, 0.753563)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA27B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,44.1833,17.7167,151.15,"(0.683103, 0.218225, 0.696956)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2820>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,44.6833,18.0833,49.95,"(0.675885, 0.220695, 0.703187)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2890>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,49.03,18.09,169.3,"(0.623254, 0.203591, 0.755053)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,49.5833,18.1167,148.55,"(0.6162, 0.201604, 0.761349)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2580>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,29.75,18.1333,31.0,"(0.82508, 0.270208, 0.496217)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA29E0>,,,,,,,13.17818060641605,21.65367441344569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,46.1667,18.25,142.4,"(0.657726, 0.216886, 0.721358)",337,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2A50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.430691308710955,31.257235229412377,,,,,,,,,,
1144,46.1667,18.25,132.4,"(0.657726, 0.216886, 0.721358)",337,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2AC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,34.59745957327686,30.043147922067433,,,,,,,,,,,,
1145,46.1667,18.25,106.75,"(0.657726, 0.216886, 0.721358)",337,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2B30>,,,,,,,,,,,,,,,,,,,,,26.834541203757134,38.696847403336605,,,,,,,,,,,,,,,,,,
3117,43.75,18.3,151.15,"(0.685831, 0.226817, 0.691513)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2BA0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,43.2,18.3333,154.7,"(0.691968, 0.229293, 0.684547)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2C10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,39.8667,18.3833,6.65,"(0.728369, 0.24206, 0.641004)",307,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2C80>,17.165020653876184,38.89441435125643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,40.0,18.4333,26.25,"(0.726741, 0.242224, 0.642788)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA2040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,49.1333,18.45,57.6,"(0.62067, 0.207071, 0.756234)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2CF0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3304,49.75,18.5667,148.55,"(0.612496, 0.205731, 0.763232)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2DD0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,42.9333,18.6333,157.3,"(0.69377, 0.233928, 0.681147)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2E40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,49.2333,18.6667,57.6,"(0.618631, 0.208995, 0.757375)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2D60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,49.2333,18.6667,63.8,"(0.618631, 0.208995, 0.757375)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2F20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3935,49.2333,18.6667,74.8,"(0.618631, 0.208995, 0.757375)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,42.9167,18.7,168.8,"(0.693684, 0.234799, 0.680934)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA2970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
