r_number,lat,lng,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195
1151,42.5,18.75,154.7,"(0.69815, 0.23699, 0.67559)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3120>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,42.9167,19.1667,145.95,"(0.691749, 0.240442, 0.680934)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,42.6167,19.4333,154.25,"(0.693975, 0.244841, 0.67709)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA30B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,50.85,20.2,154.7,"(0.59252, 0.218005, 0.775496)",302,1100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.441283475019446,37.412556021129916,,,,,,,,
523,44.6667,20.4167,148.55,"(0.66653, 0.248102, 0.702981)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,49.3833,20.4333,57.6,"(0.610034, 0.227273, 0.759082)",337,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA32E0>,,,,,,,,,,,11.927710241862162,39.24565856464123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,50.8167,20.4667,154.7,"(0.591921, 0.220918, 0.775129)",302,1100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.656032230221108,37.432425639181005,,,,,,,,
3227,50.4667,20.8,14.9,"(0.595041, 0.226035, 0.771255)",302,1100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA33C0>,,,16.15128747538758,47.514488816899394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,50.0167,20.9833,154.7,"(0.599953, 0.2301, 0.766232)",302,1100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3430>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.356413052162157,36.771874121456165,,,,,,,,
522,43.1167,21.2833,148.55,"(0.680177, 0.264962, 0.683487)",338,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA34A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4527192690117,28.592902223812946,,,,,,,,,,
631,50.0667,21.5167,154.7,"(0.597162, 0.23543, 0.766792)",302,1100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3510>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.74447285018063,36.924905831130744,,,,,,,,
519,43.9,21.5333,148.55,"(0.67026, 0.264472, 0.693402)",319,400.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3580>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.507602958530576,29.39547867428855,,,,,,,,,,
516,44.4,21.9167,148.55,"(0.662836, 0.266683, 0.699663)",319,400.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA35F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.722027760704506,29.934886992544513,,,,,,,,,,
520,43.875,21.95,148.55,"(0.668599, 0.269453, 0.693087)",319,400.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.85222668911946,29.42166159963148,,,,,,,,,,
517,44.0167,22.2667,148.55,"(0.665511, 0.272494, 0.694868)",319,400.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA36D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.08250492826114,29.60030121313146,,,,,,,,,,
518,43.8167,22.3833,148.55,"(0.667194, 0.27477, 0.692354)",319,400.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3740>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.21715167969522,29.417753718378588,,,,,,,,,,
521,42.9167,22.5833,148.55,"(0.67619, 0.281239, 0.680934)",319,400.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA37B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.55795597309486,28.55620236890591,,,,,,,,,,
1625,43.5833,23.25,14.9,"(0.665547, 0.285942, 0.689408)",319,400.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3820>,,,19.26791652679772,40.79305116710402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,47.25,23.2833,31.0,"(0.62352, 0.268315, 0.734323)",337,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3890>,,,,,,,15.097782818869113,42.697877680176795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,38.9167,23.4167,151.15,"(0.713978, 0.309213, 0.62819)",333,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,43.5,23.5,14.9,"(0.665212, 0.289242, 0.688355)",319,400.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3970>,,,19.515182403463758,40.72449829445129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,35.5833,23.6,9.45,"(0.745251, 0.325592, 0.581886)",347,0.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA39E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,49.6667,23.75,151.15,"(0.59242, 0.260671, 0.762292)",302,1100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3A50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.612019963782174,36.99745406890693,,,,,,,,
3281,35.0333,24.75,8.45,"(0.743604, 0.342806, 0.574052)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA2F90>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,45.5,25.1667,145.95,"(0.634375, 0.298064, 0.71325)",319,400.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3AC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.12225198568966,31.43116395379011,,,,,,,,,,
3076,45.5,25.1667,154.7,"(0.634375, 0.298064, 0.71325)",319,400.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3BA0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.32555474638249,33.342750591489775,,,,,,,,
2167,48.0833,25.3333,154.7,"(0.603806, 0.285847, 0.744117)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3C10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,41.8167,26.7,35.95,"(0.665813, 0.334869, 0.66675)",319,400.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3CF0>,,,,,,,19.34744663507408,37.705651882831695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,26.4333,27.3583,57.6,"(0.795297, 0.411509, 0.445156)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3C80>,,,,,,,,,,,19.515343413804747,10.652348851922833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,41.6667,27.5,35.95,"(0.662619, 0.344938, 0.664796)",338,320.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3F90>,,,,,,,20.121691192132968,37.64817991437784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,45.2667,28.4667,154.25,"(0.618713, 0.335468, 0.710391)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3DD0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,44.3667,28.5333,157.3,"(0.62805, 0.341476, 0.699248)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3E40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,44.3333,28.6667,160.4,"(0.627611, 0.343133, 0.698831)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA3B30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,36.3833,29.8333,9.45,"(0.698376, 0.400503, 0.593184)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3D60>,28.52036865137718,35.557570666867726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,25.4667,30.05,63.8,"(0.781484, 0.4521, 0.429986)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3190>,,,,,,,,,,,,,19.821723307129403,7.976182408995957,,,,,,,,,,,,,,,,,,,,,,,,,,
758,37.6667,30.8333,14.9,"(0.679699, 0.405717, 0.611067)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA3F20>,,,27.159665665440187,35.35883198629813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,37.1667,31.1,13.8,"(0.682343, 0.411616, 0.604136)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4190>,,,27.46724444476717,34.877612630481764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,37.3,31.1167,17.1,"(0.681018, 0.411087, 0.605988)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4120>,,,27.470261756622698,35.01155127566131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,29.9833,31.1333,44.55,"(0.741414, 0.447837, 0.499748)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA40B0>,,,,,,,,,24.289343113074334,18.32104643160083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,37.45,31.25,13.8,"(0.678701, 0.411846, 0.608069)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4200>,,,27.58443486494036,35.16964541202629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,36.9667,31.45,17.1,"(0.681611, 0.416874, 0.601351)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4270>,,,27.825880586601375,34.70084620599896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,36.7167,31.6167,16.75,"(0.682623, 0.420227, 0.597859)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA42E0>,,,28.011939573088245,34.462451258090866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,36.8167,31.6833,17.1,"(0.681245, 0.420471, 0.599257)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4040>,,,28.06666029692602,34.5664387974327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,35.0833,33.1667,9.45,"(0.684999, 0.447682, 0.574767)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA43C0>,31.86842564986874,34.3407722084393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,27.6167,33.3667,13.8,"(0.740016, 0.487334, 0.463554)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4430>,,,30.534102653361536,24.051941171703362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,36.8,33.4667,18.2,"(0.667975, 0.441565, 0.599024)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA44A0>,,,29.797525883667312,34.66645983464014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,27.9333,33.5,0.05,"(0.736733, 0.487633, 0.468443)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4510>,32.42433438224882,26.704251098316423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,27.3,33.5833,13.8,"(0.740291, 0.491538, 0.45865)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4580>,,,30.763540979832175,23.7465928350652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,27.65,33.5833,0.05,"(0.737944, 0.489979, 0.464069)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA3EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,44.55,33.7333,142.4,"(0.592653, 0.395748, 0.701531)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA45F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,44.65,33.8667,142.4,"(0.590712, 0.396444, 0.702774)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA46D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,26.7333,33.9,13.8,"(0.741292, 0.498128, 0.449838)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4740>,,,31.10558486357766,23.196758556880404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,26.33,34.02,0.05,"(0.742854, 0.501438, 0.443541)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4820>,32.97952560642019,25.111974157455546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,44.4333,34.1333,145.95,"(0.591057, 0.400677, 0.700078)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA4660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,26.1167,34.1833,12.7,"(0.742782, 0.504478, 0.440201)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA47B0>,,,31.41846970087685,22.595525592059147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,44.85,34.2,142.4,"(0.586363, 0.398492, 0.705253)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,45.0167,34.2333,136.35,"(0.584433, 0.397677, 0.707313)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,25.47,34.29,0.45,"(0.745899, 0.508627, 0.430038)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4350>,33.268382260998806,24.257746049396648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,25.47,34.29,0.45,"(0.745899, 0.508627, 0.430038)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA49E0>,33.268382260998806,24.257746049396648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,25.95,34.3,17.1,"(0.742808, 0.506709, 0.437587)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4AC0>,,,31.542037233264747,22.435043730833698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,36.54,34.3,17.1,"(0.663722, 0.45276, 0.595384)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA4890>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,44.8333,34.5,136.35,"(0.584438, 0.401673, 0.705046)",395,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4B30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,31.3167,34.6167,9.45,"(0.70307, 0.485318, 0.519768)",508,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4C10>,33.43697436420721,30.109575546049253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,31.3167,34.6167,14.9,"(0.70307, 0.485318, 0.519768)",508,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4A50>,,,31.417447075933605,27.76713204187464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,25.5,34.65,17.1,"(0.742503, 0.513176, 0.430511)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4D60>,,,31.90974007338225,22.00370879242028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,31.3833,34.8667,14.9,"(0.70045, 0.488035, 0.520761)",508,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4C80>,,,31.65505800500034,27.843581436049902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,28.1667,34.9,9.45,"(0.723028, 0.504391, 0.472038)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4DD0>,33.50459114232038,26.57199785023037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,44.8167,34.9167,161.7,"(0.581669, 0.40603, 0.704841)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA4BA0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,37.25,35.0,18.2,"(0.652047, 0.456568, 0.605294)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4E40>,,,31.23995613782616,35.21685198537252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,32.3333,35.0,9.45,"(0.692143, 0.484644, 0.534844)",508,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4EB0>,33.786492622423715,31.133817671933272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,24.8,35.0167,17.1,"(0.743456, 0.520896, 0.419452)",715,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4F20>,,,32.30930666131528,21.323792917277867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,33.0,35.1,9.45,"(0.686158, 0.48224, 0.544639)",508,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA4F90>,33.86584093546739,31.802394608332705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,28.1,35.1,14.9,"(0.721712, 0.507228, 0.471012)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA50B0>,,,31.50096158553171,23.663419867088923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,38.0889,35.2056,63.8,"(0.643093, 0.453747, 0.616883)",504,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5190>,,,,,,,,,,,,,24.644735909435234,22.692329334537224,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,44.9333,35.2333,161.7,"(0.578244, 0.40841, 0.706283)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA4CF0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,27.6667,35.5,0.45,"(0.721033, 0.514307, 0.464327)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5120>,34.09501614469963,26.070974041213887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,-9.8667,39.1667,119.0,"(0.763844, 0.622237, -0.171357)",709,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5270>,,,,,,,,,,,,,,,,,,,,,,,19.146250691799096,-33.82086927934752,,,,,,,,,,,,,,,,
2901,-9.8667,39.1667,132.0,"(0.763844, 0.622237, -0.171357)",709,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5040>,,,,,,,,,,,,,,,,,,,,,,,,,,,12.941757427099526,-37.943609333205316,,,,,,,,,,,,
3001,-9.8667,39.1667,132.0,"(0.763844, 0.622237, -0.171357)",709,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA53C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,12.941757427099526,-37.943609333205316,,,,,,,,,,,,
3352,-4.0,39.7,0.05,"(0.767525, 0.637212, -0.0697565)",709,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5350>,39.19924891375244,-5.003330150603879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,43.9833,39.9,160.4,"(0.552008, 0.46155, 0.694449)",394,170.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5430>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.834727398583496,37.12982841093169,,,,,,
3802,15.15,40.0,0.05,"(0.739421, 0.620447, 0.261347)",709,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA54A0>,38.994117452097605,14.14789386273153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,-3.2667,40.1,0.05,"(0.763678, 0.643077, -0.0569838)",709,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5510>,39.58046566144673,-4.25988709508968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,39.75,40.5,17.1,"(0.584632, 0.499323, 0.639439)",582,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5580>,,,36.31143577250162,38.08411707814671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,15.35,41.6667,8.45,"(0.720376, 0.641081, 0.264715)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA5200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,16.6667,41.8333,8.45,"(0.713787, 0.638946, 0.286804)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA5660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,0.35,42.5333,0.05,"(0.736871, 0.676006, 0.00610861)",709,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA52E0>,41.91874983161944,-0.5802503415986177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,16.9333,42.55,8.45,"(0.704748, 0.646915, 0.291258)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5740>,41.068836066055475,15.338487214333146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,42.7167,43.0167,131.15,"(0.537192, 0.501232, 0.678374)",394,170.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5820>,,,,,,,,,,,,,,,,,,,,,,,,,,,55.209752745319314,29.02358669435645,,,,,,,,,,,,
2018,43.2,43.1167,160.4,"(0.53212, 0.49824, 0.684547)",394,170.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5890>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89415506952496,37.473883494278105,,,,,,
3968,12.0667,43.4,0.05,"(0.710521, 0.671906, 0.20905)",709,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA57B0>,42.46538849643986,11.15540254193317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,42.9167,44.1667,160.4,"(0.525322, 0.51026, 0.680934)",394,170.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.918484246953994,37.56767259630675,,,,,,
784,35.4667,44.4333,42.9,"(0.581573, 0.570181, 0.58023)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5970>,,,,,,,,,35.617876566556234,21.887688029646668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,-12.8,45.15,0.05,"(0.687727, 0.691338, -0.221548)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA56D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,-12.8333,45.1667,11.3,"(0.687435, 0.691447, -0.222115)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA55F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,2.0667,45.3667,0.05,"(0.70211, 0.711155, 0.0360629)",709,550.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA59E0>,44.70398485328397,1.2126181959465332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,-9.4222,46.4472,1.3,"(0.679727, 0.714962, -0.163708)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA5A50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,34.21,46.7,58.8,"(0.56716, 0.601855, 0.562228)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5B30>,,,,,,,,,,,35.98214622195645,15.981499637658915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,33.4167,47.9667,51.9,"(0.558875, 0.619969, 0.550724)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5C80>,,,,,,,,,,,37.02925836659492,15.13334904904015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,14.0833,48.8333,18.2,"(0.638467, 0.730171, 0.243332)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA5C10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,14.0833,48.8333,19.5,"(0.638467, 0.730171, 0.243332)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA5D60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,26.3181,50.1306,13.8,"(0.574594, 0.687953, 0.443354)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5BA0>,,,46.01587896353474,21.987848647716294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332,34.6403,50.7125,21.7,"(0.520967, 0.63678, 0.568423)",582,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5DD0>,,,,,44.98622088601241,33.204262085753946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,31.5097,52.7333,25.55,"(0.516242, 0.678482, 0.522643)",582,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5E40>,,,,,47.42656707039192,30.31237447038832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3988,26.5333,53.9667,0.4,"(0.526297, 0.723501, 0.446718)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA5EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,-4.3167,55.7333,0.05,"(0.561449, 0.824081, -0.0752694)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA5F20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,26.9833,56.2167,0.05,"(0.495521, 0.740667, 0.453731)",503,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5CF0>,54.53137257774543,25.45763286249524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,27.3167,57.1167,18.2,"(0.482384, 0.746129, 0.458909)",506,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA5F90>,,,53.53908733608251,27.36227808569898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,-20.3333,57.5,0.45,"(0.503819, 0.790837, -0.347481)",,inf,<pygplates.pygplates.Feature object at 0x0000016CD8DA5AC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,26.5333,57.5833,18.2,"(0.479611, 0.755259, 0.446718)",506,20.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA6120>,,,53.97386619624491,26.564394190001106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,38.0,57.6667,127.2,"(0.421462, 0.665831, 0.615661)",391,250.0,<pygplates.pygplates.Feature object at 0x0000016CD8DA6040>,,,,,,,,,,,,,,,,,,,,,,,,,68.15722771882548,29.35626647130416,,,,,,,,,,,,,,
