r_number,lng,lat,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195,lng_205,lat_205,lng_215,lat_215,lng_225,lat_225,lng_235,lat_235
723,35.1,33.0,9.45,"(0.686158, 0.48224, 0.544639)",508,600.0,<pygplates.pygplates.Feature object at 0x000002907038C7B0>,34.30562879961276,31.26569352645818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,35.1,28.1,14.9,"(0.721712, 0.507228, 0.471012)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907038C740>,,,32.9856777884609,23.57852809190132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,35.2056,38.0889,63.8,"(0.643093, 0.453747, 0.616883)",522,600.0,<pygplates.pygplates.Feature object at 0x000002907038C6D0>,,,,,,,,,,,,,34.16890608225357,23.06333183177671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,35.2333,44.9333,161.7,"(0.578244, 0.40841, 0.706283)",302,600.0,<pygplates.pygplates.Feature object at 0x000002907038C5F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.22869756231898,40.5998668790434,,,,,,,,,,,,,,
3805,35.5,27.6667,0.45,"(0.721033, 0.514307, 0.464327)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907038C660>,34.66669261525353,26.133621672324434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,39.1667,-9.8667,119.0,"(0.763844, 0.622237, -0.171357)",713,600.0,<pygplates.pygplates.Feature object at 0x000002907038C580>,,,,,,,,,,,,,,,,,,,,,,,28.973610699716506,-34.000192392418626,,,,,,,,,,,,,,,,,,,,,,,,
2901,39.1667,-9.8667,132.0,"(0.763844, 0.622237, -0.171357)",713,600.0,<pygplates.pygplates.Feature object at 0x000002907038C510>,,,,,,,,,,,,,,,,,,,,,,,,,,,23.94259142105084,-38.15607196456319,,,,,,,,,,,,,,,,,,,,
3001,39.1667,-9.8667,132.0,"(0.763844, 0.622237, -0.171357)",713,600.0,<pygplates.pygplates.Feature object at 0x000002907038C430>,,,,,,,,,,,,,,,,,,,,,,,,,,,23.94259142105084,-38.15607196456319,,,,,,,,,,,,,,,,,,,,
3352,39.7,-4.0,0.05,"(0.767525, 0.637212, -0.0697565)",709,600.0,<pygplates.pygplates.Feature object at 0x000002907038C3C0>,39.5944834934041,-5.115207732581991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,39.9,43.9833,160.4,"(0.552008, 0.46155, 0.694449)",301,250.0,<pygplates.pygplates.Feature object at 0x000002907038C350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.68723998299291,41.42322211223908,,,,,,,,,,,,,,
3802,40.0,15.15,0.05,"(0.739421, 0.620447, 0.261347)",710,600.0,<pygplates.pygplates.Feature object at 0x000002907038C190>,39.419514700494,14.170375045304029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,40.1,-3.2667,0.05,"(0.763678, 0.643077, -0.0569838)",709,600.0,<pygplates.pygplates.Feature object at 0x000002907038C200>,39.97498887964802,-4.371371816383016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,40.5,39.75,17.1,"(0.584632, 0.499323, 0.639439)",526,319.0,<pygplates.pygplates.Feature object at 0x000002907038C0B0>,,,37.70985458372415,38.07806543247936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,41.6667,15.35,8.45,"(0.720376, 0.641081, 0.264715)",710,600.0,<pygplates.pygplates.Feature object at 0x000002907038C2E0>,41.084889989316935,14.312033919795661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,41.8333,16.6667,8.45,"(0.713787, 0.638946, 0.286804)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907038C120>,40.85587095729995,15.0958780299101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,42.5333,0.35,0.05,"(0.736871, 0.676006, 0.00610861)",709,600.0,<pygplates.pygplates.Feature object at 0x000002907038C040>,42.30949368552463,-0.6892179243607788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,42.55,16.9333,8.45,"(0.704748, 0.646915, 0.291258)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907038C4A0>,41.56819661628644,15.35935552116698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,43.0167,42.7167,131.15,"(0.537192, 0.501232, 0.678374)",551,250.0,<pygplates.pygplates.Feature object at 0x000002907038EEB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,67.35752714320665,30.24298063393381,,,,,,,,,,,,,,,,,,,,
2018,43.1167,43.2,160.4,"(0.53212, 0.49824, 0.684547)",301,250.0,<pygplates.pygplates.Feature object at 0x000002907038ED60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.913678923624865,41.90430160072064,,,,,,,,,,,,,,
3968,43.4,12.0667,0.05,"(0.710521, 0.671906, 0.20905)",503,0.0,<pygplates.pygplates.Feature object at 0x000002907038EF20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,44.1667,42.9167,160.4,"(0.525322, 0.51026, 0.680934)",301,250.0,<pygplates.pygplates.Feature object at 0x000002907038EE40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99820422969364,42.04109285538792,,,,,,,,,,,,,,
784,44.4333,35.4667,42.9,"(0.581573, 0.570181, 0.58023)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907038EDD0>,,,,,,,,,41.643840732406645,22.129633349798166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,45.15,-12.8,0.05,"(0.687727, 0.691338, -0.221548)",702,154.0,<pygplates.pygplates.Feature object at 0x000002907038EF90>,45.480054807096444,-13.767460588735753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,45.1667,-12.8333,11.3,"(0.687435, 0.691447, -0.222115)",702,154.0,<pygplates.pygplates.Feature object at 0x000002907038ECF0>,,,46.087661851195456,-15.657121652561965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,45.3667,2.0667,0.05,"(0.70211, 0.711155, 0.0360629)",709,600.0,<pygplates.pygplates.Feature object at 0x000002907038EC80>,45.092619437763254,1.10688638904626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,46.4472,-9.4222,1.3,"(0.679727, 0.714962, -0.163708)",702,130.8,<pygplates.pygplates.Feature object at 0x000002907038EC10>,46.69459006385474,-10.358788119134815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,46.7,34.21,58.8,"(0.56716, 0.601855, 0.562228)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907038EBA0>,,,,,,,,,,,44.41498793210782,16.27561116353385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,47.9667,33.4167,51.9,"(0.558875, 0.619969, 0.550724)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907038EB30>,,,,,,,,,,,45.47419323924959,15.43967818004819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,48.8333,14.0833,18.2,"(0.638467, 0.730171, 0.243332)",503,10.9,<pygplates.pygplates.Feature object at 0x000002907038EAC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,48.8333,14.0833,19.5,"(0.638467, 0.730171, 0.243332)",503,10.9,<pygplates.pygplates.Feature object at 0x000002907038EA50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,50.1306,26.3181,13.8,"(0.574594, 0.687953, 0.443354)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907038E9E0>,,,47.38434999991032,21.38996253593433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332,50.7125,34.6403,21.7,"(0.520967, 0.63678, 0.568423)",505,600.0,<pygplates.pygplates.Feature object at 0x000002907038E970>,,,,,47.706868569736486,33.63316589364139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,52.7333,31.5097,25.55,"(0.516242, 0.678482, 0.522643)",505,600.0,<pygplates.pygplates.Feature object at 0x000002907038E900>,,,,,50.160425354714185,30.742343987566628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3988,53.9667,26.5333,0.4,"(0.526297, 0.723501, 0.446718)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907038E890>,52.87944249887434,24.942803349437376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,55.7333,-4.3167,0.05,"(0.561449, 0.824081, -0.0752694)",704,300.0,<pygplates.pygplates.Feature object at 0x000002907038E820>,55.859840726955625,-5.0137049372458105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,56.2167,26.9833,0.05,"(0.495521, 0.740667, 0.453731)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907038E7B0>,55.098244333436064,25.39690605340534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,57.0583,23.1722,218.25,"(0.499916, 0.771521, 0.393496)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907038E740>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.768253833336516,-8.872821548005584,,,,
655,57.1167,27.3167,18.2,"(0.482384, 0.746129, 0.458909)",50602,600.0,<pygplates.pygplates.Feature object at 0x000002907038E6D0>,,,55.36671646922974,26.916871195080876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,57.5,-20.3333,0.45,"(0.503819, 0.790837, -0.347481)",704,83.3,<pygplates.pygplates.Feature object at 0x000002907038E660>,58.093362745140794,-20.975769517646373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,57.5833,26.5333,18.2,"(0.479611, 0.755259, 0.446718)",50602,600.0,<pygplates.pygplates.Feature object at 0x000002907038E5F0>,,,55.904851421849784,26.171864644851773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,57.6667,38.0,127.2,"(0.421462, 0.665831, 0.615661)",301,250.0,<pygplates.pygplates.Feature object at 0x000002907038E580>,,,,,,,,,,,,,,,,,,,,,,,,,80.39847701426714,30.00945584020588,,,,,,,,,,,,,,,,,,,,,,
656,57.9083,26.4722,21.7,"(0.475572, 0.758371, 0.445764)",50602,600.0,<pygplates.pygplates.Feature object at 0x000002907038E510>,,,,,55.97627763565281,26.29777861702063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,58.0833,33.25,165.9,"(0.442133, 0.709854, 0.548293)",505,600.0,<pygplates.pygplates.Feature object at 0x000002907038E4A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.65977975479962,38.69719543445793,,,,,,,,,,,,,,
653,61.0083,26.0167,18.2,"(0.435568, 0.786054, 0.438633)",50602,600.0,<pygplates.pygplates.Feature object at 0x000002907038E430>,,,59.35965300672523,25.918720240481946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,67.1333,38.4167,160.4,"(0.304464, 0.721937, 0.621376)",301,250.0,<pygplates.pygplates.Feature object at 0x000002907038E3C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.34563294086537,46.635788430847384,,,,,,,,,,,,,,
3544,69.0,22.4167,0.05,"(0.331288, 0.863034, 0.38134)",501,600.0,<pygplates.pygplates.Feature object at 0x000002907038E350>,68.17793856525698,20.93107328807263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,77.85,35.55,218.25,"(0.171242, 0.795384, 0.581413)",61601,600.0,<pygplates.pygplates.Feature object at 0x000002907038E120>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.23076171253787,29.28977288701929,,,,
4156,78.56,10.58,106.75,"(0.19497, 0.96347, 0.183608)",501,600.0,<pygplates.pygplates.Feature object at 0x000002907038E270>,,,,,,,,,,,,,,,,,,,,,42.749442755588646,-46.422355660081934,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,91.25,25.2,57.6,"(-0.0197387, 0.904612, 0.425779)",501,600.0,<pygplates.pygplates.Feature object at 0x000002907038E200>,,,,,,,,,,,84.65990660688634,-7.053454874720721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,92.4167,10.75,13.8,"(-0.0414269, 0.981577, 0.186524)",687,10.0,<pygplates.pygplates.Feature object at 0x000002907038E2E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,92.4167,10.75,8.45,"(-0.0414269, 0.981577, 0.186524)",687,10.0,<pygplates.pygplates.Feature object at 0x000002907038E0B0>,92.60908385664428,10.872394807736926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,93.0,12.0,13.8,"(-0.0511923, 0.976807, 0.207912)",687,10.0,<pygplates.pygplates.Feature object at 0x000002907038E190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,93.0,12.0,8.45,"(-0.0511923, 0.976807, 0.207912)",687,10.0,<pygplates.pygplates.Feature object at 0x000002907038E040>,93.14452294014815,12.142913307567287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,95.5,31.5833,154.25,"(-0.081649, 0.847958, 0.523738)",616,600.0,<pygplates.pygplates.Feature object at 0x000002907038DEB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.33486698186901,42.178734576292506,,,,,,,,,,,,,,,,
3498,97.1667,3.25,154.25,"(-0.124556, 0.990592, 0.0566928)",67352,600.0,<pygplates.pygplates.Feature object at 0x000002907038DD60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.3644034086656,15.224712109906978,,,,,,,,,,,,,,,,
2821,107.4,-6.9,21.7,"(-0.296875, 0.947329, -0.120137)",657,250.0,<pygplates.pygplates.Feature object at 0x000002907038DF20>,,,,,111.70533814588124,-1.165355923179511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213,111.0167,-8.1167,19.5,"(-0.355047, 0.924125, -0.14119)",65702,20.0,<pygplates.pygplates.Feature object at 0x000002907038DE40>,,,112.10401113996717,-5.401179134788004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,113.4,-24.05,0.05,"(-0.362672, 0.838084, -0.407534)",801,4540.0,<pygplates.pygplates.Feature object at 0x000002907038DDD0>,112.78048417709182,-25.89597393354501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,113.51,3.48,21.7,"(-0.398174, 0.9153, 0.0607001)",61403,20.0,<pygplates.pygplates.Feature object at 0x000002907038DF90>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,114.1167,-21.8,0.05,"(-0.379376, 0.847443, -0.371368)",801,4540.0,<pygplates.pygplates.Feature object at 0x000002907038DCF0>,113.51549027334003,-23.648120909267547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,114.9167,4.0333,22.5,"(-0.420257, 0.904675, 0.0703362)",61403,20.0,<pygplates.pygplates.Feature object at 0x000002907038DC80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,114.9333,-29.2667,0.05,"(-0.367752, 0.791049, -0.488876)",801,4540.0,<pygplates.pygplates.Feature object at 0x000002907038DC10>,114.32159781540331,-31.116870083281267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,115.5167,-32.0,0.05,"(-0.365317, 0.765329, -0.529919)",801,4540.0,<pygplates.pygplates.Feature object at 0x000002907038DBA0>,114.90858545310661,-33.85141771374097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,116.8333,1.3333,31.0,"(-0.451274, 0.892082, 0.0232684)",614,80.0,<pygplates.pygplates.Feature object at 0x000002907038DB30>,,,,,,,122.0527267566276,5.057493271183048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,117.1167,-0.4667,17.3,"(-0.455789, 0.89005, -0.00814536)",61405,600.0,<pygplates.pygplates.Feature object at 0x000002907038DAC0>,,,117.87331270026539,1.355338543026705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,117.12,-0.58,9.45,"(-0.455832, 0.890008, -0.0101227)",61405,600.0,<pygplates.pygplates.Feature object at 0x000002907038DA50>,117.3150935410543,0.7867822929634487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,117.5833,3.25,3.95,"(-0.462293, 0.884913, 0.0566928)",614,80.0,<pygplates.pygplates.Feature object at 0x000002907038D9E0>,117.7199185560344,4.623433647786014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,117.9806,9.275,14.15,"(-0.463039, 0.871561, 0.161173)",677,200.0,<pygplates.pygplates.Feature object at 0x000002907038D970>,,,117.54045004523832,12.948591034815509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,118.0833,9.3,14.15,"(-0.464567, 0.870667, 0.161604)",738,120.0,<pygplates.pygplates.Feature object at 0x000002907038D900>,,,119.88054003633636,10.954759070218328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,118.8833,0.8667,19.5,"(-0.482972, 0.875505, 0.0151262)",61405,600.0,<pygplates.pygplates.Feature object at 0x000002907038D890>,,,119.84565964716472,2.3616645272680055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,120.1722,-4.4667,13.8,"(-0.501074, 0.861893, -0.0778797)",668,600.0,<pygplates.pygplates.Feature object at 0x000002907038D820>,,,120.1838880126886,-3.1145815548120757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,120.2333,22.6333,2.15,"(-0.464744, 0.797444, 0.384832)",602,600.0,<pygplates.pygplates.Feature object at 0x000002907038D7B0>,120.07865262878032,24.04402695259713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,122.3167,10.6667,14.9,"(-0.525361, 0.830503, 0.185095)",674,55.0,<pygplates.pygplates.Feature object at 0x000002907038D740>,,,133.03005014715018,4.344706470978954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,122.55,10.6833,8.45,"(-0.52871, 0.828312, 0.18538)",674,55.0,<pygplates.pygplates.Feature object at 0x000002907038D6D0>,125.71631347479519,9.386356838858365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,122.9167,10.0,8.45,"(-0.535163, 0.826708, 0.173648)",674,55.0,<pygplates.pygplates.Feature object at 0x000002907038D660>,126.1614021631788,8.750863055371841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,123.75,10.3333,14.9,"(-0.546559, 0.817984, 0.179374)",674,55.0,<pygplates.pygplates.Feature object at 0x000002907038D5F0>,,,134.19543004612055,5.209926978256927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,123.75,10.25,8.45,"(-0.546704, 0.8182, 0.177944)",674,55.0,<pygplates.pygplates.Feature object at 0x000002907038D580>,126.95568487222475,9.096877260351642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,123.8333,10.3333,25.55,"(-0.547748, 0.817188, 0.179374)",674,55.0,<pygplates.pygplates.Feature object at 0x000002907038D510>,,,,,134.85278699837056,7.4989663550294985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,124.1667,9.8333,8.45,"(-0.553352, 0.815252, 0.170782)",674,55.0,<pygplates.pygplates.Feature object at 0x000002907038D4A0>,127.41841935503224,8.73216213404562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,124.3667,10.4167,12.7,"(-0.555184, 0.811837, 0.180806)",674,55.0,<pygplates.pygplates.Feature object at 0x000002907038D430>,,,134.52189439478698,5.728896760892688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,124.4,11.25,12.7,"(-0.554111, 0.809259, 0.19509)",674,55.0,<pygplates.pygplates.Feature object at 0x000002907038D3C0>,,,133.8992730763705,6.2875125767958275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,124.5333,-8.1667,0.45,"(-0.561136, 0.815443, -0.142054)",652,5.3,<pygplates.pygplates.Feature object at 0x000002907038D350>,124.82234861756076,-6.749676090938842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3954,124.5333,-8.1667,0.05,"(-0.561136, 0.815443, -0.142054)",652,5.3,<pygplates.pygplates.Feature object at 0x000002907038D120>,124.82234861756076,-6.749676090938842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,124.55,8.5,2.2,"(-0.560896, 0.814585, 0.147809)",674,55.0,<pygplates.pygplates.Feature object at 0x000002907038D270>,127.9585667139307,7.453526983997698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,125.0,11.8333,13.8,"(-0.561387, 0.801744, 0.205065)",678,142.0,<pygplates.pygplates.Feature object at 0x000002907038D200>,,,133.82560092588676,7.112418778772667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,125.1667,24.8333,1.7,"(-0.522701, 0.74189, 0.41998)",648,65.0,<pygplates.pygplates.Feature object at 0x000002907038D2E0>,124.95752782743453,26.836840579585566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,127.6833,26.0833,1.7,"(-0.549039, 0.710802, 0.439677)",649,65.0,<pygplates.pygplates.Feature object at 0x000002907038D0B0>,127.1158889730514,27.728334370923463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,127.7308,26.3914,1.7,"(-0.548174, 0.708466, 0.444501)",649,65.0,<pygplates.pygplates.Feature object at 0x000002907038D190>,127.18190915430898,28.033842813204306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,128.4333,27.0333,1.3,"(-0.553688, 0.697747, 0.454508)",649,65.0,<pygplates.pygplates.Feature object at 0x000002907038D040>,127.9316533792786,28.642416230267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,128.5833,27.3667,1.3,"(-0.553854, 0.694216, 0.459684)",649,65.0,<pygplates.pygplates.Feature object at 0x000002906F2A8120>,128.10356355420038,28.96839567540954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,128.5833,27.3667,1.3,"(-0.553854, 0.694216, 0.459684)",649,65.0,<pygplates.pygplates.Feature object at 0x000002906F2A8190>,128.10356355420038,28.96839567540954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,128.9667,27.75,1.3,"(-0.556541, 0.688088, 0.465615)",649,65.0,<pygplates.pygplates.Feature object at 0x000002906F2A80B0>,128.51527969210164,29.33330841960726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,128.9667,27.75,1.3,"(-0.556541, 0.688088, 0.465615)",649,65.0,<pygplates.pygplates.Feature object at 0x000002906F2A8200>,128.51527969210164,29.33330841960726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,129.7667,-1.2,14.15,"(-0.639523, 0.768487, -0.0209424)",567,155.0,<pygplates.pygplates.Feature object at 0x000002906F2A8270>,,,146.4234561218677,1.7335653209347033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,129.9667,28.3,0.45,"(-0.565568, 0.674814, 0.474088)",649,65.0,<pygplates.pygplates.Feature object at 0x000002906F2A82E0>,129.56254117630473,29.835611386113854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,130.6167,-0.8833,14.15,"(-0.650918, 0.758991, -0.0154159)",697,10.0,<pygplates.pygplates.Feature object at 0x000002906F2A8350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,130.75,32.5,160.4,"(-0.550532, 0.638924, 0.5373)",631,30.0,<pygplates.pygplates.Feature object at 0x000002906F2A83C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,131.1667,25.45,3.1,"(-0.594376, 0.679747, 0.429723)",609,65.0,<pygplates.pygplates.Feature object at 0x000002906F2A8430>,132.4397892231979,25.358521860886864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,131.1667,25.45,0.05,"(-0.594376, 0.679747, 0.429723)",609,65.0,<pygplates.pygplates.Feature object at 0x000002906F2A84A0>,132.4397892231979,25.358521860886864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,133.0,33.5,160.4,"(-0.568709, 0.609865, 0.551937)",631,30.0,<pygplates.pygplates.Feature object at 0x000002906F2A8510>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,138.1667,34.6667,14.9,"(-0.612816, 0.548562, 0.568802)",631,30.0,<pygplates.pygplates.Feature object at 0x000002906F2A8580>,,,137.89410117707962,38.93871026512004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,140.75,37.8333,148.55,"(-0.611614, 0.49971, 0.613366)",627,150.0,<pygplates.pygplates.Feature object at 0x000002906F2A85F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.08101261748317,54.442697345251844,,,,,,,,,,,,,,,,,,
646,144.6667,13.45,2.65,"(-0.793427, 0.56247, 0.232597)",699,10.0,<pygplates.pygplates.Feature object at 0x000002906F2A8660>,145.95541210390084,14.10553854172318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
