r_number,lng,lat,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195,lng_205,lat_205,lng_215,lat_215,lng_225,lat_225,lng_235,lat_235
407,-2.15,41.7833,154.7,"(0.745145, -0.0279744, 0.666315)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070395350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.63517880441747,26.6874596429327,,,,,,,,,,,,,,,,
664,-2.1167,37.15,6.3,"(0.796513, -0.0294393, 0.603904)",329,600.0,<pygplates.pygplates.Feature object at 0x0000029070395120>,-2.468366241356682,35.696653014643886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,-2.0833,42.85,57.6,"(0.732652, -0.0266513, 0.680081)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070395270>,,,,,,,,,,,2.5352058265262727,30.95033310278452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,-1.95,42.8667,63.8,"(0.732514, -0.02494, 0.680295)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070395200>,,,,,,,,,,,,,4.821084381539604,30.901127136214672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,-1.95,42.8667,63.8,"(0.732514, -0.02494, 0.680295)",304,600.0,<pygplates.pygplates.Feature object at 0x00000290703952E0>,,,,,,,,,,,,,4.821084381539604,30.901127136214672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584,-1.9333,34.6333,8.45,"(0.822338, -0.0277582, 0.568322)",706,600.0,<pygplates.pygplates.Feature object at 0x00000290703950B0>,-2.0914042662842998,32.94978932907047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,-1.6667,32.5167,186.75,"(0.842878, -0.0245257, 0.537545)",706,600.0,<pygplates.pygplates.Feature object at 0x0000029070395190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.90560809062783,24.370370648606404,,,,,,,,,,
357,-1.6667,34.25,176.5,"(0.82624, -0.0240416, 0.562805)",706,600.0,<pygplates.pygplates.Feature object at 0x0000029070395040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.917882651084874,22.539409366655345,,,,,,,,,,,,
376,-1.6667,34.25,169.7,"(0.82624, -0.0240416, 0.562805)",706,600.0,<pygplates.pygplates.Feature object at 0x0000029070394EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.815437041236912,20.451884048188123,,,,,,,,,,,,,,
3233,-1.6667,32.5167,196.05,"(0.842878, -0.0245257, 0.537545)",706,600.0,<pygplates.pygplates.Feature object at 0x0000029070394D60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.246688043860173,23.006064228057028,,,,,,,,
500,-1.6167,40.3389,154.7,"(0.761926, -0.0215048, 0.647307)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070394F20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.130820629790428,25.25833826404943,,,,,,,,,,,,,,,,
501,-1.4167,40.15,151.15,"(0.764125, -0.0188977, 0.644791)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070394E40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1594543686951,25.016851273104024,,,,,,,,,,,,,,,,
502,-1.4,40.25,154.7,"(0.763005, -0.0186474, 0.646124)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070394DD0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.23103985517851,25.094034724337426,,,,,,,,,,,,,,,,
378,-1.3333,32.3333,169.7,"(0.844722, -0.0196606, 0.534844)",714,600.0,<pygplates.pygplates.Feature object at 0x0000029070394F90>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.015491185765832,18.6677139592298,,,,,,,,,,,,,,
1979,-1.3333,35.1833,6.3,"(0.817092, -0.0190175, 0.576194)",718,600.0,<pygplates.pygplates.Feature object at 0x0000029070394CF0>,-1.5066016972771326,33.50232106933304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,-1.1833,37.85,6.3,"(0.789451, -0.0163064, 0.613596)",329,600.0,<pygplates.pygplates.Feature object at 0x0000029070394C80>,-1.5667899003992594,36.4087363457336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,-1.1667,35.55,6.3,"(0.81344, -0.0165662, 0.581413)",718,600.0,<pygplates.pygplates.Feature object at 0x0000029070394C10>,-1.345722874423971,33.86975250757381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,-1.1333,38.2167,9.45,"(0.785523, -0.0155395, 0.618637)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070394BA0>,-1.5254321749733566,36.77604716531645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,-1.05,43.7333,18.2,"(0.722444, -0.013241, 0.691302)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394B30>,,,-2.3317188141165968,39.81392319636142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,-1.0167,38.0,6.3,"(0.787887, -0.0139823, 0.615661)",329,600.0,<pygplates.pygplates.Feature object at 0x0000029070394AC0>,-1.4065034634916591,36.56092771678654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,-0.8333,35.5833,6.3,"(0.813184, -0.0118276, 0.581886)",718,600.0,<pygplates.pygplates.Feature object at 0x0000029070394A50>,-1.0192584249746188,33.90456811312607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,-0.6833,38.2833,6.3,"(0.784901, -0.00936105, 0.61955)",329,600.0,<pygplates.pygplates.Feature object at 0x00000290703949E0>,-1.0855029044430113,36.84864984194097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,-0.6667,38.25,21.7,"(0.785264, -0.00913783, 0.619094)",329,600.0,<pygplates.pygplates.Feature object at 0x0000029070394970>,,,,,-1.742425601679835,32.98403263993516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,-0.6,44.7333,21.7,"(0.710352, -0.00743906, 0.703808)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394900>,,,,,-2.255291067508266,39.36824245840889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,-0.6,35.3333,6.3,"(0.815757, -0.0085429, 0.578332)",718,600.0,<pygplates.pygplates.Feature object at 0x0000029070394890>,-0.7889009433748526,33.6556664023332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,-0.35,38.6833,35.95,"(0.780598, -0.00476846, 0.625015)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070394820>,,,,,,,-0.9807680013176103,32.33761075133562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,-0.2,35.4833,6.3,"(0.81428, -0.00284238, 0.580466)",718,600.0,<pygplates.pygplates.Feature object at 0x00000290703947B0>,-0.3979668686331316,33.8076031940972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,0.05,40.0667,122.5,"(0.765295, 0.000667846, 0.643679)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070394740>,,,,,,,,,,,,,,,,,,,,,,,,,24.44253915789717,27.318964540590677,,,,,,,,,,,,,,,,,,,,,,
3551,0.05,40.0667,119.0,"(0.765295, 0.000667846, 0.643679)",304,600.0,<pygplates.pygplates.Feature object at 0x00000290703946D0>,,,,,,,,,,,,,,,,,,,,,,,22.84301105427565,29.55356282610471,,,,,,,,,,,,,,,,,,,,,,,,
3662,0.5167,42.3833,51.9,"(0.738622, 0.00666116, 0.674087)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070394660>,,,,,,,,,,,4.7445216026079935,30.431668387483512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,0.55,42.3167,51.9,"(0.739401, 0.00709796, 0.673228)",304,600.0,<pygplates.pygplates.Feature object at 0x00000290703945F0>,,,,,,,,,,,4.77137445938621,30.36455081422422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,1.5,41.1667,9.45,"(0.75254, 0.0197059, 0.658252)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070394580>,0.987515695705899,39.76194470943682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,1.5333,38.6667,8.45,"(0.780514, 0.0208924, 0.624789)",3203,600.0,<pygplates.pygplates.Feature object at 0x0000029070394510>,1.0800663164497257,37.262862882559894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,1.6,41.5833,42.9,"(0.7477, 0.0208852, 0.663708)",304,600.0,<pygplates.pygplates.Feature object at 0x00000290703944A0>,,,,,,,,,2.514408908483333,32.495602543100176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1.9333,49.0833,63.8,"(0.654588, 0.0220958, 0.755663)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070394430>,,,,,,,,,,,,,7.456011890787058,37.613488013349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,2.3,41.9333,44.55,"(0.743324, 0.029855, 0.668265)",304,600.0,<pygplates.pygplates.Feature object at 0x00000290703943C0>,,,,,,,,,3.1019801937565674,32.88371016951049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,2.3333,41.95,39.65,"(0.743112, 0.0302791, 0.668482)",304,600.0,<pygplates.pygplates.Feature object at 0x0000029070394350>,,,,,,,0.9707054460782697,35.836660520059354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,2.7833,39.4167,8.45,"(0.771637, 0.0375139, 0.634956)",3202,600.0,<pygplates.pygplates.Feature object at 0x0000029070394120>,2.288132468960412,38.03104732567367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,2.8333,34.1,154.7,"(0.827048, 0.0409312, 0.560639)",714,600.0,<pygplates.pygplates.Feature object at 0x0000029070394270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.996282455368153,18.49420483393694,,,,,,,,,,,,,,,,
1996,3.0,39.8333,21.7,"(0.766859, 0.0401894, 0.640556)",3202,600.0,<pygplates.pygplates.Feature object at 0x0000029070394200>,,,,,1.5076144884955187,34.81143929919868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,3.3333,43.5333,13.8,"(0.723748, 0.0421531, 0.688776)",305,600.0,<pygplates.pygplates.Feature object at 0x00000290703942E0>,,,1.8049128344917467,39.771870615075315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,3.8333,39.9333,8.45,"(0.765077, 0.051263, 0.641895)",3201,600.0,<pygplates.pygplates.Feature object at 0x00000290703940B0>,3.304756409523687,38.563429700768445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,4.25,39.8333,8.45,"(0.7658, 0.0569088, 0.640556)",3201,600.0,<pygplates.pygplates.Feature object at 0x0000029070394190>,3.7159144033080485,38.46987774084873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,5.6333,48.75,160.4,"(0.656162, 0.0647222, 0.75184)",375,600.0,<pygplates.pygplates.Feature object at 0x0000029070394040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.26230200062917,34.900033230063904,,,,,,,,,,,,,,
1153,5.7333,46.1833,154.7,"(0.68889, 0.0691648, 0.721558)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070392BA0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.32157842041249,31.656550395393726,,,,,,,,,,,,,,,,
3373,6.1667,47.1333,160.4,"(0.676359, 0.0730783, 0.732938)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070392EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.423551985496108,33.551119916810826,,,,,,,,,,,,,,
3469,6.1667,47.1333,160.4,"(0.676359, 0.0730783, 0.732938)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070392F20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.423551985496108,33.551119916810826,,,,,,,,,,,,,,
2833,6.3333,43.5,145.95,"(0.720947, 0.0800175, 0.688355)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070392D60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.79234340608318,28.374965379266563,,,,,,,,,,,,,,,,,,
528,7.15,47.3333,160.4,"(0.672462, 0.0843556, 0.735309)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070392E40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.068592604538026,33.996422528076735,,,,,,,,,,,,,,
529,7.3167,47.3,160.4,"(0.672638, 0.0863662, 0.734915)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070392DD0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.20970627708511,34.010413449064835,,,,,,,,,,,,,,
530,7.6333,47.45,160.4,"(0.670241, 0.0898257, 0.736687)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070392F90>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.375761916580686,34.23305628845838,,,,,,,,,,,,,,
882,8.2,44.3667,25.55,"(0.70757, 0.101962, 0.699248)",344,330.0,<pygplates.pygplates.Feature object at 0x0000029070392C80>,,,,,5.875611426274807,39.51500553766478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,8.2667,44.4,25.55,"(0.707049, 0.102728, 0.699663)",344,330.0,<pygplates.pygplates.Feature object at 0x0000029070392CF0>,,,,,5.933263767281359,39.5524773055746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,8.4667,44.6833,25.55,"(0.703256, 0.104684, 0.703187)",307,319.0,<pygplates.pygplates.Feature object at 0x0000029070392C10>,,,,,7.495461970585506,38.33217009082478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,9.1667,41.4167,17.1,"(0.740341, 0.119468, 0.66153)",3061,600.0,<pygplates.pygplates.Feature object at 0x0000029070392040>,,,7.462088802204212,37.864308234463266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,9.1667,41.4167,19.5,"(0.740341, 0.119468, 0.66153)",3061,600.0,<pygplates.pygplates.Feature object at 0x0000029070392AC0>,,,7.462088802204212,37.864308234463266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,9.35,40.15,157.8,"(0.754204, 0.124182, 0.644791)",3062,600.0,<pygplates.pygplates.Feature object at 0x00000290703927B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78423835363005,23.45197023188635,,,,,,,,,,,,,,,,
4236,9.37,40.16,148.55,"(0.75405, 0.124426, 0.644924)",3062,600.0,<pygplates.pygplates.Feature object at 0x0000029070392A50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.23275205285962,23.526140739119146,,,,,,,,,,,,,,,,,,
1993,9.5,42.1,14.9,"(0.7318, 0.122461, 0.670427)",3061,600.0,<pygplates.pygplates.Feature object at 0x00000290703929E0>,,,7.724483669166586,38.56159492436023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,10.2167,47.4167,122.5,"(0.665932, 0.120021, 0.736294)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070392900>,,,,,,,,,,,,,,,,,,,,,,,,,38.42828549988145,34.51437645407156,,,,,,,,,,,,,,,,,,,,,,
965,10.45,43.4333,6.3,"(0.714131, 0.131712, 0.68751)",307,319.0,<pygplates.pygplates.Feature object at 0x0000029070392970>,9.910019445808409,41.837625510032424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,10.8667,43.4,6.3,"(0.713546, 0.136977, 0.687088)",307,319.0,<pygplates.pygplates.Feature object at 0x0000029070392890>,10.316776455577969,41.808579794226105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,11.12,45.35,51.9,"(0.68958, 0.13554, 0.711413)",307,319.0,<pygplates.pygplates.Feature object at 0x0000029070392820>,,,,,,,,,,,15.268714149332327,30.34404112824102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,11.1333,45.75,172.2,"(0.684658, 0.134738, 0.716302)",307,319.0,<pygplates.pygplates.Feature object at 0x0000029070392740>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.804006723452538,26.24815487861937,,,,,,,,,,,,
683,11.5333,45.5333,31.0,"(0.686351, 0.140055, 0.713658)",307,319.0,<pygplates.pygplates.Feature object at 0x00000290703926D0>,,,,,,,10.784068406962398,37.29984548964743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,11.6,45.7667,29.0,"(0.683334, 0.140268, 0.716505)",307,319.0,<pygplates.pygplates.Feature object at 0x0000029070392660>,,,,,10.288843246709773,39.48042603432242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,11.6,45.7667,31.0,"(0.683334, 0.140268, 0.716505)",307,319.0,<pygplates.pygplates.Feature object at 0x00000290703925F0>,,,,,,,10.83692893887694,37.5341250338592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,11.941,48.887,154.7,"(0.643318, 0.136049, 0.753414)",305,600.0,<pygplates.pygplates.Feature object at 0x0000029070392580>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.26322593578379,35.40690776163967,,,,,,,,,,,,,,,,
1730,12.15,47.2,35.95,"(0.664222, 0.143003, 0.73373)",308,319.0,<pygplates.pygplates.Feature object at 0x0000029070392510>,,,,,,,11.55942110653589,39.17795796010377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,12.5,46.0833,160.4,"(0.67717, 0.150125, 0.720349)",307,319.0,<pygplates.pygplates.Feature object at 0x00000290703924A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.534264693694745,23.041318020707706,,,,,,,,,,,,,,
806,12.5833,35.5,6.3,"(0.794561, 0.177362, 0.580703)",7701,600.0,<pygplates.pygplates.Feature object at 0x0000029070392430>,12.135236195597571,33.92778289340969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,12.5833,46.25,154.7,"(0.674903, 0.150652, 0.722364)",307,319.0,<pygplates.pygplates.Feature object at 0x00000290703923C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.69578939992766,22.715669385987457,,,,,,,,,,,,,,,,
966,12.8,37.8,6.3,"(0.770519, 0.175058, 0.612907)",323,600.0,<pygplates.pygplates.Feature object at 0x0000029070392350>,12.314797966412364,36.155630721045256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,12.8833,47.1667,35.95,"(0.662753, 0.151587, 0.733335)",308,319.0,<pygplates.pygplates.Feature object at 0x0000029070392120>,,,,,,,12.203125054157784,39.15709828312181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,13.4167,38.1667,154.25,"(0.764759, 0.182427, 0.617952)",323,600.0,<pygplates.pygplates.Feature object at 0x0000029070392270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.21946123528611,16.9236158233516,,,,,,,,,,,,,,,,
3634,13.5167,45.9667,44.55,"(0.675824, 0.162459, 0.718936)",307,319.0,<pygplates.pygplates.Feature object at 0x0000029070392200>,,,,,,,,,14.688962123903641,34.12352432896152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,13.5667,37.8833,6.3,"(0.767241, 0.185143, 0.614055)",323,600.0,<pygplates.pygplates.Feature object at 0x00000290703922E0>,13.065368587227061,36.23717738892224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,13.6,41.5,148.55,"(0.727956, 0.176111, 0.66262)",307,319.0,<pygplates.pygplates.Feature object at 0x00000290703920B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.202752459573446,16.719211954928674,,,,,,,,,,,,,,,,,,
470,13.6167,47.55,151.15,"(0.655975, 0.1589, 0.737867)",334,319.0,<pygplates.pygplates.Feature object at 0x0000029070392190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2396446520034,26.82612457544538,,,,,,,,,,,,,,,,
507,13.6167,46.0833,157.3,"(0.674116, 0.163294, 0.720349)",308,319.0,<pygplates.pygplates.Feature object at 0x0000029070392B30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2115573798509,22.709842847417594,,,,,,,,,,,,,,,,
3637,13.8667,45.85,51.9,"(0.676239, 0.166935, 0.717519)",307,319.0,<pygplates.pygplates.Feature object at 0x000002907038FF20>,,,,,,,,,,,17.5516647127413,30.612015255773866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,13.9,45.9167,157.3,"(0.675331, 0.167127, 0.718329)",308,319.0,<pygplates.pygplates.Feature object at 0x000002907038FEB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.270980095377375,22.45790223549865,,,,,,,,,,,,,,,,
247,13.9167,47.5833,154.7,"(0.654718, 0.162229, 0.738259)",334,319.0,<pygplates.pygplates.Feature object at 0x000002907038FC80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.46004306490765,26.7679866428529,,,,,,,,,,,,,,,,
524,13.9167,46.3667,231.5,"(0.669785, 0.165962, 0.723771)",308,319.0,<pygplates.pygplates.Feature object at 0x000002907038FD60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.446720317585957,11.568224627461369
248,13.9833,47.5833,154.7,"(0.654529, 0.16299, 0.738259)",334,319.0,<pygplates.pygplates.Feature object at 0x000002907038FE40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.505365118247866,26.748484127263925,,,,,,,,,,,,,,,,
3702,14.0,45.7333,63.8,"(0.677266, 0.168861, 0.716099)",307,319.0,<pygplates.pygplates.Feature object at 0x000002907038FDD0>,,,,,,,,,,,,,19.861510687340246,29.32228302439946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,14.075,42.125,31.95,"(0.719417, 0.180371, 0.67075)",307,319.0,<pygplates.pygplates.Feature object at 0x000002907038FF90>,,,,,,,13.13592111568086,33.93500075643742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,14.1,37.8,6.3,"(0.766349, 0.192494, 0.612907)",323,600.0,<pygplates.pygplates.Feature object at 0x000002907038FCF0>,13.586975614358405,36.15282837592483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,14.1,37.9667,148.55,"(0.764616, 0.192058, 0.615203)",323,600.0,<pygplates.pygplates.Feature object at 0x000002907038F040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.653144690970553,14.83272201554794,,,,,,,,,,,,,,,,,,
1171,14.2,45.9333,157.3,"(0.674245, 0.17061, 0.718531)",308,319.0,<pygplates.pygplates.Feature object at 0x000002907038FC10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.461403465357044,22.344641754865055,,,,,,,,,,,,,,,,
2090,14.2,47.5667,63.8,"(0.654115, 0.165517, 0.738063)",334,319.0,<pygplates.pygplates.Feature object at 0x000002907038FBA0>,,,,,,,,,,,,,16.59259471375834,32.85714311302744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,14.3167,45.8833,157.3,"(0.674503, 0.172138, 0.717923)",308,319.0,<pygplates.pygplates.Feature object at 0x000002907038FB30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.49864360965505,22.255723586343034,,,,,,,,,,,,,,,,
3115,14.3333,38.0,8.45,"(0.763482, 0.195082, 0.615661)",323,600.0,<pygplates.pygplates.Feature object at 0x000002907038FAC0>,13.815819584980165,36.35241276380101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,14.5833,37.75,8.45,"(0.765216, 0.199086, 0.612217)",323,600.0,<pygplates.pygplates.Feature object at 0x000002907038F9E0>,14.059796919968745,36.10199815808056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,14.75,45.9167,157.3,"(0.672777, 0.177127, 0.718329)",308,319.0,<pygplates.pygplates.Feature object at 0x000002907038FA50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.780238202822254,22.100658830872216,,,,,,,,,,,,,,,,
3158,14.8833,45.0333,151.15,"(0.682987, 0.181516, 0.707518)",307,319.0,<pygplates.pygplates.Feature object at 0x000002907038F970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.14478878627615,20.74295567883771,,,,,,,,,,,,,,,,
3159,14.9333,44.9167,154.7,"(0.684218, 0.182482, 0.706078)",307,319.0,<pygplates.pygplates.Feature object at 0x000002907038F900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.09324733752332,20.63105550698523,,,,,,,,,,,,,,,,
3505,15.0167,45.8167,157.3,"(0.673155, 0.180582, 0.717114)",308,319.0,<pygplates.pygplates.Feature object at 0x000002907038F820>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.875734719643134,21.909218723083676,,,,,,,,,,,,,,,,
730,15.1333,37.1833,9.45,"(0.769077, 0.207993, 0.604367)",323,600.0,<pygplates.pygplates.Feature object at 0x000002907038F7B0>,14.596859858142532,35.53449358984734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,15.1833,37.1667,21.7,"(0.769064, 0.208709, 0.604136)",323,600.0,<pygplates.pygplates.Feature object at 0x000002907038F740>,,,,,13.9381339074812,30.768402685147734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,15.2333,38.2333,8.15,"(0.757898, 0.206389, 0.618865)",323,600.0,<pygplates.pygplates.Feature object at 0x000002907038F6D0>,14.696864963085634,36.58436169816506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,15.2833,45.6333,157.3,"(0.674519, 0.184316, 0.714879)",308,319.0,<pygplates.pygplates.Feature object at 0x000002907038F660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.91833327517562,21.650937650005176,,,,,,,,,,,,,,,,
657,15.3333,47.7167,63.8,"(0.648848, 0.17791, 0.739827)",334,319.0,<pygplates.pygplates.Feature object at 0x000002907038F5F0>,,,,,,,,,,,,,17.491435476101117,33.04865115092983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
