r_number,lat,lng,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195
1835,38.2167,-1.1333,9.45,"(0.785523, -0.0155395, 0.618637)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBAF90>,-1.037227430768479,35.8303469388183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,43.7333,-1.05,18.2,"(0.722444, -0.013241, 0.691302)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBADD0>,,,-1.467427393532346,38.424880028790135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,38.0,-1.0167,6.3,"(0.787887, -0.0139823, 0.615661)",329,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBAE40>,-0.9234506752947149,35.61391238252015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,35.5833,-0.8333,6.3,"(0.813184, -0.0118276, 0.581886)",718,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBAD60>,-0.5846538998496584,32.95347578460037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,38.2833,-0.6833,6.3,"(0.784901, -0.00936105, 0.61955)",329,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBAEB0>,-0.6014116671064031,35.898020246694216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,38.25,-0.6667,21.7,"(0.785264, -0.00913783, 0.619094)",329,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBAF20>,,,,,-0.889237155868353,31.924559318675485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,44.7333,-0.6,21.7,"(0.710352, -0.00743906, 0.703808)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBA040>,,,,,-1.187544189367363,38.31749900605685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,35.3333,-0.6,6.3,"(0.815757, -0.0085429, 0.578332)",718,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB120>,-0.36077013056963386,32.702041966340985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,38.6833,-0.35,35.95,"(0.780598, -0.00476846, 0.625015)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB190>,,,,,,,1.2304501251409425,30.293591074843526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,35.4833,-0.2,6.3,"(0.81428, -0.00284238, 0.580466)",718,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB0B0>,0.02826696847001031,32.84966560973004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,40.0667,0.05,122.5,"(0.765295, 0.000667846, 0.643679)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB200>,,,,,,,,,,,,,,,,,,,,,,,,,21.754821176633108,28.627886271356704,,,,,,,,,,,,,,
3551,40.0667,0.05,119.0,"(0.765295, 0.000667846, 0.643679)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB270>,,,,,,,,,,,,,,,,,,,,,,,20.363341617238856,30.217880835163076,,,,,,,,,,,,,,,,
3662,42.3833,0.5167,51.9,"(0.738622, 0.00666116, 0.674087)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB2E0>,,,,,,,,,,,5.97426935968043,31.012155505428016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,42.3167,0.55,51.9,"(0.739401, 0.00709796, 0.673228)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB350>,,,,,,,,,,,5.998628397905357,30.944294947171517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,41.1667,1.5,9.45,"(0.75254, 0.0197059, 0.658252)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB3C0>,1.4950803903479988,38.788610697749064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,38.6667,1.5333,8.45,"(0.780514, 0.0208924, 0.624789)",3203,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB430>,1.5440795897621544,36.28878209217974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,41.5833,1.6,42.9,"(0.7477, 0.0208852, 0.663708)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB4A0>,,,,,,,,,4.986093182463179,31.085687564572304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,49.0833,1.9333,63.8,"(0.654588, 0.0220958, 0.755663)",305,420.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB510>,,,,,,,,,,,,,8.743238501973375,38.322918862130734,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,41.9333,2.3,44.55,"(0.743324, 0.029855, 0.668265)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB580>,,,,,,,,,5.595565684649041,31.437455577296085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,41.95,2.3333,39.65,"(0.743112, 0.0302791, 0.668482)",304,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB5F0>,,,,,,,3.4089127915954287,33.676118636015275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,39.4167,2.7833,8.45,"(0.771637, 0.0375139, 0.634956)",3202,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB660>,2.7489547320576504,37.04444007456397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,34.1,2.8333,154.7,"(0.827048, 0.0409312, 0.560639)",714,500.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB6D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.62123346626451,16.544225497819944,,,,,,,,
1996,39.8333,3.0,21.7,"(0.766859, 0.0401894, 0.640556)",3202,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB740>,,,,,2.3737354656407423,33.68371041333143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,43.5333,3.3333,13.8,"(0.723748, 0.0421531, 0.688776)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB7B0>,,,2.5844555593179015,38.314437804593766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,39.9333,3.8333,8.45,"(0.765077, 0.051263, 0.641895)",3201,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB820>,3.760450287236207,37.56663195756678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,39.8333,4.25,8.45,"(0.7658, 0.0569088, 0.640556)",3201,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB890>,4.164538854876015,37.46907168036487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,48.75,5.6333,160.4,"(0.656162, 0.0647222, 0.75184)",375,420.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.477665979696123,34.707013022531484,,,,,,
1153,46.1833,5.7333,154.7,"(0.68889, 0.0691648, 0.721558)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.26411050714256,29.17097266125997,,,,,,,,
3373,47.1333,6.1667,160.4,"(0.676359, 0.0730783, 0.732938)",305,420.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB9E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.62663267328215,33.35247478244222,,,,,,
3469,47.1333,6.1667,160.4,"(0.676359, 0.0730783, 0.732938)",305,420.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBA50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.62663267328215,33.35247478244222,,,,,,
2833,43.5,6.3333,145.95,"(0.720947, 0.0800175, 0.688355)",305,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBAC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.60058080964486,27.2069570725932,,,,,,,,,,
528,47.3333,7.15,160.4,"(0.672462, 0.0843556, 0.735309)",305,420.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBB30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.27325509539609,33.79466746686621,,,,,,
529,47.3,7.3167,160.4,"(0.672638, 0.0863662, 0.734915)",305,420.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBBA0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.41412951794936,33.807982844376596,,,,,,
530,47.45,7.6333,160.4,"(0.670241, 0.0898257, 0.736687)",305,420.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBC10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5813339544804,34.02982888747902,,,,,,
882,44.3667,8.2,25.55,"(0.70757, 0.101962, 0.699248)",344,330.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBC80>,,,,,6.816755684063203,38.30077016988116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,44.4,8.2667,25.55,"(0.707049, 0.102728, 0.699663)",344,330.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBCF0>,,,,,6.87456835259747,38.33715492582473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,44.6833,8.4667,25.55,"(0.703256, 0.104684, 0.703187)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBF90>,,,,,8.373613005015608,37.08848734931636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,41.4167,9.1667,17.1,"(0.740341, 0.119468, 0.66153)",3061,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBDD0>,,,8.081562686181057,36.325748783038335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,41.4167,9.1667,19.5,"(0.740341, 0.119468, 0.66153)",3061,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBE40>,,,8.081562686181057,36.325748783038335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,40.15,9.35,157.8,"(0.754204, 0.124182, 0.644791)",3062,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBD60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.500701662678097,21.158226619941836,,,,,,,,
4236,40.16,9.37,148.55,"(0.75405, 0.124426, 0.644924)",3062,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBEB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.22741656301314,22.221792567449207,,,,,,,,,,
1993,42.1,9.5,14.9,"(0.7318, 0.122461, 0.670427)",3061,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBBF20>,,,8.35303012647641,37.019511143828346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,47.4167,10.2167,122.5,"(0.665932, 0.120021, 0.736294)",305,420.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBB040>,,,,,,,,,,,,,,,,,,,,,,,,,35.25148940412958,36.8056842213745,,,,,,,,,,,,,,
965,43.4333,10.45,6.3,"(0.714131, 0.131712, 0.68751)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC120>,10.316310846355627,40.78241881024426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,43.4,10.8667,6.3,"(0.713546, 0.136977, 0.687088)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC190>,10.716112751392052,40.75023897105763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,45.35,11.12,51.9,"(0.68958, 0.13554, 0.711413)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC0B0>,,,,,,,,,,,16.53487767541062,30.610618743625984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,45.75,11.1333,172.2,"(0.684658, 0.134738, 0.716302)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.075043482155163,24.985467710235746,,,,
683,45.5333,11.5333,31.0,"(0.686351, 0.140055, 0.713658)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC270>,,,,,,,13.025825127594716,34.63163666889822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,45.7667,11.6,29.0,"(0.683334, 0.140268, 0.716505)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC2E0>,,,,,11.150616048334742,38.187420540606986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,45.7667,11.6,31.0,"(0.683334, 0.140268, 0.716505)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC350>,,,,,,,13.09393825804653,34.862974639834235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,48.887,11.941,154.7,"(0.643318, 0.136049, 0.753414)",305,420.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC3C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2510182825987,32.801076147534026,,,,,,,,
1730,47.2,12.15,35.95,"(0.664222, 0.143003, 0.73373)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC430>,,,,,,,13.912070503512252,36.46964663832633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,46.0833,12.5,160.4,"(0.67717, 0.150125, 0.720349)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC4A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.668429602024744,22.83276692638045,,,,,,
806,35.5,12.5833,6.3,"(0.794561, 0.177362, 0.580703)",7701,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC510>,12.416429827888837,32.8563863377255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,46.25,12.5833,154.7,"(0.674903, 0.150652, 0.722364)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC580>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.24581970535863,20.16258620272151,,,,,,,,
966,37.8,12.8,6.3,"(0.770519, 0.175058, 0.612907)",323,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC5F0>,12.6168586489974,35.08288369143861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,47.1667,12.8833,35.95,"(0.662753, 0.151587, 0.733335)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC660>,,,,,,,14.529774494116186,36.41877004398775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,38.1667,13.4167,154.25,"(0.764759, 0.182427, 0.617952)",323,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC6D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.656928275557952,14.583884636816403,,,,,,,,
3634,45.9667,13.5167,44.55,"(0.675824, 0.162459, 0.718936)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC740>,,,,,,,,,17.026760774362113,32.013958228182325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,37.8833,13.5667,6.3,"(0.767241, 0.185143, 0.614055)",323,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC7B0>,13.358215332078206,35.15924439782001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,41.5,13.6,148.55,"(0.727956, 0.176111, 0.66262)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC820>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.28754610370828,15.52308357452391,,,,,,,,,,
470,47.55,13.6167,151.15,"(0.655975, 0.1589, 0.737867)",334,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC890>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.94562052012345,24.284489194121498,,,,,,,,
507,46.0833,13.6167,157.3,"(0.674116, 0.163294, 0.720349)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.73413090098597,20.112306759490068,,,,,,,,
3637,45.85,13.8667,51.9,"(0.676239, 0.166935, 0.717519)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC970>,,,,,,,,,,,18.83288590391962,30.80882694779801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,45.9167,13.9,157.3,"(0.675331, 0.167127, 0.718329)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC9E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.78414518465952,19.858781348237223,,,,,,,,
247,47.5833,13.9167,154.7,"(0.654718, 0.162229, 0.738259)",334,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCA50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.15912261072871,24.219758237807195,,,,,,,,
248,47.5833,13.9833,154.7,"(0.654529, 0.16299, 0.738259)",334,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCAC0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.20275105402321,24.198908693399883,,,,,,,,
3702,45.7333,14.0,63.8,"(0.677266, 0.168861, 0.716099)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCB30>,,,,,,,,,,,,,20.92848373321751,29.728580437373942,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,42.125,14.075,31.95,"(0.719417, 0.180371, 0.67075)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCBA0>,,,,,,,15.067913082854266,31.162234890601027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,37.8,14.1,6.3,"(0.766349, 0.192494, 0.612907)",323,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCC10>,13.871944417514182,35.071403910974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,37.9667,14.1,148.55,"(0.764616, 0.192058, 0.615203)",323,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCC80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.79644592599912,13.571582345825023,,,,,,,,,,
1171,45.9333,14.2,157.3,"(0.674245, 0.17061, 0.718531)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCCF0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.96744293710723,19.74012353857314,,,,,,,,
2090,47.5667,14.2,63.8,"(0.654115, 0.165517, 0.738063)",334,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCF90>,,,,,,,,,,,,,17.768748520224396,33.34507298527899,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,45.8833,14.3167,157.3,"(0.674503, 0.172138, 0.717923)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCDD0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.00110771988322,19.65018475535644,,,,,,,,
3115,38.0,14.3333,8.45,"(0.763482, 0.195082, 0.615661)",323,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCE40>,14.099685842748114,35.269476529200354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,37.75,14.5833,8.45,"(0.765216, 0.199086, 0.612217)",323,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCD60>,14.337895709620838,35.017484152948676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,45.9167,14.75,157.3,"(0.672777, 0.177127, 0.718329)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCEB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.272671601722074,19.48718979273741,,,,,,,,
3158,45.0333,14.8833,151.15,"(0.682987, 0.181516, 0.707518)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBCF20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.620238658914886,18.177520435177797,,,,,,,,
3159,44.9167,14.9333,154.7,"(0.684218, 0.182482, 0.706078)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBC040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.565798575544456,18.06720421204378,,,,,,,,
3505,45.8167,15.0167,157.3,"(0.673155, 0.180582, 0.717114)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD120>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.36030166762586,19.29313830483819,,,,,,,,
730,37.1833,15.1333,9.45,"(0.769077, 0.207993, 0.604367)",323,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD190>,14.862359121298757,34.44657384753118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,37.1667,15.1833,21.7,"(0.769064, 0.208709, 0.604136)",323,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD0B0>,,,,,14.531076754816665,29.417543287696063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,38.2333,15.2333,8.15,"(0.757898, 0.206389, 0.618865)",323,600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD200>,14.970950919747018,35.49578343485958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,45.6333,15.2833,157.3,"(0.674519, 0.184316, 0.714879)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.39384833285139,19.03377406635092,,,,,,,,
657,47.7167,15.3333,63.8,"(0.648848, 0.17791, 0.739827)",334,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD2E0>,,,,,,,,,,,,,18.679000369952,33.513754245421126,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,46.7667,15.5333,14.9,"(0.659952, 0.183434, 0.728571)",334,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD350>,,,11.582520805051033,41.1342748959911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,45.5,15.55,151.15,"(0.675254, 0.187899, 0.71325)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD3C0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.46148653638672,18.813465021338132,,,,,,,,
2804,46.5,15.7167,14.9,"(0.662619, 0.186462, 0.725374)",334,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD430>,,,11.814773504388658,40.89704355341652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,38.3833,15.8667,8.15,"(0.754009, 0.214311, 0.620919)",322,500.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD4A0>,15.443187801548332,36.135368262188244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,47.7333,16.0,63.8,"(0.646528, 0.185389, 0.740022)",334,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD510>,,,,,,,,,,,,,19.216189267197844,33.54343093990866,,,,,,,,,,,,,,,,,,,,,,,,,,
603,41.7833,16.0333,145.95,"(0.716665, 0.205951, 0.666315)",307,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD580>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.85818842859148,14.481345556030975,,,,,,,,,,
602,41.5,16.08,154.25,"(0.719653, 0.207445, 0.66262)",3323,500.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD5F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.40722908522866,16.40084075148148,,,,,,,,
3113,38.6833,16.1167,8.45,"(0.749933, 0.216694, 0.625015)",322,500.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD660>,15.67908734711891,36.438827368373275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,45.4333,16.2,57.6,"(0.673876, 0.195779, 0.712434)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD6D0>,,,,,,,,,,,21.25568190960692,30.501099629801356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,45.4333,16.2,63.8,"(0.673876, 0.195779, 0.712434)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD740>,,,,,,,,,,,,,23.223306719463395,29.42606012958976,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,46.0,16.25,66.85,"(0.666907, 0.194386, 0.71934)",328,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD7B0>,,,,,,,,,,,,,21.076138349008488,31.9493428568395,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,48.5,16.3833,148.55,"(0.635715, 0.1869, 0.748956)",302,3600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD820>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.582642105614376,33.31055289979124,,,,,,,,,,
452,48.9,16.8167,148.55,"(0.629263, 0.190186, 0.753563)",302,3600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD890>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.82118737762456,33.76031245000888,,,,,,,,,,
3118,44.1833,17.7167,151.15,"(0.683103, 0.218225, 0.696956)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.899904512318756,16.833758862724782,,,,,,,,
640,44.6833,18.0833,49.95,"(0.675885, 0.220695, 0.703187)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD970>,,,,,,,,,21.243549118104845,30.80598296096344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,49.03,18.09,169.3,"(0.623254, 0.203591, 0.755053)",302,3600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBD9E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.582780874053654,38.394564179468524,,,,,,
453,49.5833,18.1167,148.55,"(0.6162, 0.201604, 0.761349)",302,3600.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBDA50>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.65166765233992,34.6060200843815,,,,,,,,,,
1600,29.75,18.1333,31.0,"(0.82508, 0.270208, 0.496217)",715,1100.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBDAC0>,,,,,,,18.413363946221068,18.724951930333894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,46.1667,18.25,142.4,"(0.657726, 0.216886, 0.721358)",337,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBDB30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.697248952873984,21.726196879487922,,,,,,,,,,
1144,46.1667,18.25,132.4,"(0.657726, 0.216886, 0.721358)",337,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBDBA0>,,,,,,,,,,,,,,,,,,,,,,,,,,,36.673188494498795,24.41911774534107,,,,,,,,,,,,
1145,46.1667,18.25,106.75,"(0.657726, 0.216886, 0.721358)",337,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBDC10>,,,,,,,,,,,,,,,,,,,,,31.71489461727251,30.814079262479876,,,,,,,,,,,,,,,,,,
3117,43.75,18.3,151.15,"(0.685831, 0.226817, 0.691513)",308,319.0,<pygplates.pygplates.Feature object at 0x0000016CD8DBDC80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.98186832364315,16.23557365037911,,,,,,,,
