occurrence_no,lng,lat,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195,lng_205,lat_205,lng_215,lat_215,lng_225,lat_225,lng_235,lat_235
203975,-108.699997,49.599998,63.8,"(-0.207796, -0.613906, 0.761538)",101,600.0,<pygplates.pygplates.Feature object at 0x0000029072426510>,,,,,,,,,,,,,-68.1995564861029,55.06182462289339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205062,-106.753609,49.424999,63.8,"(-0.187494, -0.622834, 0.759555)",101,600.0,<pygplates.pygplates.Feature object at 0x0000029072426580>,,,,,,,,,,,,,-66.35773778070539,54.35785967704021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206351,-111.26667,39.183334,62.5,"(-0.281146, -0.722344, 0.631804)",101,600.0,<pygplates.pygplates.Feature object at 0x00000290724265F0>,,,,,,,,,,,,,-77.2671542002841,46.16616150045956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207924,167.433334,-22.666668,0.00585,"(-0.900656, 0.20077, -0.385369)",845,50.0,<pygplates.pygplates.Feature object at 0x0000029072426660>,167.4984040974998,-23.889267578603278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211735,-102.800003,46.900002,53.05,"(-0.151378, -0.666294, 0.730162)",101,600.0,<pygplates.pygplates.Feature object at 0x00000290724266D0>,,,,,,,,,,,-69.09066068493728,48.81937625938248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211736,-102.800003,46.900002,53.05,"(-0.151378, -0.666294, 0.730162)",101,600.0,<pygplates.pygplates.Feature object at 0x0000029072426740>,,,,,,,,,,,-69.09066068493728,48.81937625938248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211737,-102.800003,46.900002,53.05,"(-0.151378, -0.666294, 0.730162)",101,600.0,<pygplates.pygplates.Feature object at 0x00000290724267B0>,,,,,,,,,,,-69.09066068493728,48.81937625938248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211999,35.792,4.25,2.1905,"(0.808915, 0.583236, 0.0741085)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426820>,35.71416426104998,3.0637767962803304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212044,35.792,4.25,1.2935,"(0.808915, 0.583236, 0.0741085)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426890>,35.71416426104998,3.0637767962803304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212059,35.766998,4.189,2.197,"(0.809233, 0.582929, 0.0730467)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426900>,35.69050125256703,3.002259761575414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
