occurrence_no,lng,lat,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195
149861,-1.468,50.654499,126.23,"(0.633787, -0.0162421, 0.773337)",,inf,<pygplates.pygplates.Feature object at 0x0000021271618270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149862,-1.468,50.654499,126.23,"(0.633787, -0.0162421, 0.773337)",,inf,<pygplates.pygplates.Feature object at 0x00000212716182E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149864,-1.466667,50.650002,127.2,"(0.633848, -0.0162289, 0.773287)",,inf,<pygplates.pygplates.Feature object at 0x0000021271618510>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149865,-1.371725,50.617706,125.93,"(0.63431, -0.015189, 0.77293)",,inf,<pygplates.pygplates.Feature object at 0x0000021271618430>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149926,-3.966667,30.9,99.4,"(0.856009, -0.0593576, 0.513541)",714,550.0,<pygplates.pygplates.Feature object at 0x0000021271618040>,,,,,,,,,,,,,,,,,,,-2.2944837221281014,19.60977689526392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2944837221281014,19.60977689526392,,,,,,,,,,,,,,,,,,,,
150083,111.566666,22.766666,0.39635,"(-0.338945, 0.857533, 0.386979)",602,550.0,<pygplates.pygplates.Feature object at 0x0000021271618580>,110.59000688056162,24.176543918164423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.59000688056162,24.176543918164423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150323,-86.519997,31.366667,44.55,"(0.0518291, -0.852279, 0.520513)",109,600.0,<pygplates.pygplates.Feature object at 0x00000212716180B0>,,,,,,,,,-72.5901835888839,27.30281404745101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.5901835888839,27.30281404745101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150469,24.733334,-30.316668,196.05,"(0.784059, 0.361179, -0.504779)",701,1100.0,<pygplates.pygplates.Feature object at 0x00000212716185F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8205376943658986,-44.14139482867235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8205376943658986,-44.14139482867235
150609,36.033333,32.016666,69.05,"(0.685671, 0.498779, 0.530166)",503,600.0,<pygplates.pygplates.Feature object at 0x0000021271618350>,,,,,,,,,,,,,24.616115987110554,12.67026870866241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.616115987110554,12.67026870866241,,,,,,,,,,,,,,,,,,,,,,,,,,
150856,101.331947,43.938889,92.05,"(-0.141491, 0.706043, 0.693891)",452,260.0,<pygplates.pygplates.Feature object at 0x0000021271618660>,,,,,,,,,,,,,,,,,,,100.5398510602102,48.139921330931415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5398510602102,48.139921330931415,,,,,,,,,,,,,,,,,,,,
150901,87.0,23.5,0.063,"(0.0479952, 0.915803, 0.398749)",501,1100.0,<pygplates.pygplates.Feature object at 0x00000212716186D0>,85.34413008789981,22.289129823683165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.34413008789981,22.289129823683165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151804,68.727776,23.505556,41.25,"(0.332695, 0.854542, 0.398838)",501,1100.0,<pygplates.pygplates.Feature object at 0x0000021271618740>,,,,,,,,,59.9010884737118,7.168384521928704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9010884737118,7.168384521928704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151805,68.727776,23.505556,41.25,"(0.332695, 0.854542, 0.398838)",501,1100.0,<pygplates.pygplates.Feature object at 0x00000212716187B0>,,,,,,,,,59.9010884737118,7.168384521928704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9010884737118,7.168384521928704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168759,-107.572304,43.9524,53.05,"(-0.217349, -0.686323, 0.694061)",101,1100.0,<pygplates.pygplates.Feature object at 0x0000021271618820>,,,,,,,,,,,-83.52082111064811,47.22533709344861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.52082111064811,47.22533709344861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203975,-108.699997,49.599998,63.8,"(-0.207796, -0.613906, 0.761538)",101,1100.0,<pygplates.pygplates.Feature object at 0x0000021271618900>,,,,,,,,,,,,,-78.88438489623748,55.264421881741086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.88438489623748,55.264421881741086,,,,,,,,,,,,,,,,,,,,,,,,,,
205062,-106.753609,49.424999,63.8,"(-0.187494, -0.622834, 0.759555)",101,1100.0,<pygplates.pygplates.Feature object at 0x0000021271618970>,,,,,,,,,,,,,-77.04208772932502,54.55303031252094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.04208772932502,54.55303031252094,,,,,,,,,,,,,,,,,,,,,,,,,,
206351,-111.26667,39.183334,62.5,"(-0.281146, -0.722344, 0.631804)",101,1100.0,<pygplates.pygplates.Feature object at 0x00000212716189E0>,,,,,,,,,,,,,-88.07768101888718,46.40233626663911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.07768101888718,46.40233626663911,,,,,,,,,,,,,,,,,,,,,,,,,,
207924,167.433334,-22.666668,0.00585,"(-0.900656, 0.20077, -0.385369)",,inf,<pygplates.pygplates.Feature object at 0x00000212716184A0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211735,-102.800003,46.900002,53.05,"(-0.151378, -0.666294, 0.730162)",101,1100.0,<pygplates.pygplates.Feature object at 0x0000021271618A50>,,,,,,,,,,,-77.23987899114661,48.71675057984554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.23987899114661,48.71675057984554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211736,-102.800003,46.900002,53.05,"(-0.151378, -0.666294, 0.730162)",101,1100.0,<pygplates.pygplates.Feature object at 0x0000021271618B30>,,,,,,,,,,,-77.23987899114661,48.71675057984554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.23987899114661,48.71675057984554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211737,-102.800003,46.900002,53.05,"(-0.151378, -0.666294, 0.730162)",101,1100.0,<pygplates.pygplates.Feature object at 0x0000021271618BA0>,,,,,,,,,,,-77.23987899114661,48.71675057984554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.23987899114661,48.71675057984554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211999,35.792,4.25,2.1905,"(0.808915, 0.583236, 0.0741085)",712,550.0,<pygplates.pygplates.Feature object at 0x0000021271618C80>,35.08320791956896,3.145273311343279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.08320791956896,3.145273311343279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212044,35.792,4.25,1.2935,"(0.808915, 0.583236, 0.0741085)",712,550.0,<pygplates.pygplates.Feature object at 0x0000021271618C10>,35.08320791956896,3.145273311343279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.08320791956896,3.145273311343279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212059,35.766998,4.189,2.197,"(0.809233, 0.582929, 0.0730467)",712,550.0,<pygplates.pygplates.Feature object at 0x0000021271618CF0>,35.05975102030922,3.08367693169258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.05975102030922,3.08367693169258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212061,35.766998,4.189,2.197,"(0.809233, 0.582929, 0.0730467)",712,550.0,<pygplates.pygplates.Feature object at 0x0000021271618F90>,35.05975102030922,3.08367693169258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.05975102030922,3.08367693169258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212158,36.067001,2.883,4.917,"(0.807306, 0.587986, 0.0502966)",712,550.0,<pygplates.pygplates.Feature object at 0x0000021271618DD0>,35.39164305288441,1.7854694419475357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.39164305288441,1.7854694419475357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212159,36.067001,2.883,4.917,"(0.807306, 0.587986, 0.0502966)",712,550.0,<pygplates.pygplates.Feature object at 0x0000021271618E40>,35.39164305288441,1.7854694419475357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.39164305288441,1.7854694419475357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212177,36.067001,2.883,3.094,"(0.807306, 0.587986, 0.0502966)",712,550.0,<pygplates.pygplates.Feature object at 0x0000021271618D60>,35.39164305288441,1.7854694419475357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.39164305288441,1.7854694419475357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212178,36.067001,2.883,3.094,"(0.807306, 0.587986, 0.0502966)",712,550.0,<pygplates.pygplates.Feature object at 0x0000021271618890>,35.39164305288441,1.7854694419475357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.39164305288441,1.7854694419475357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212189,36.132999,2.55,4.4665,"(0.806851, 0.589078, 0.0444912)",712,550.0,<pygplates.pygplates.Feature object at 0x0000021271618F20>,35.46581579965808,1.454202548135377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.46581579965808,1.454202548135377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212206,36.083,2.367,4.4665,"(0.807475, 0.588454, 0.0413002)",712,550.0,<pygplates.pygplates.Feature object at 0x0000021271618EB0>,35.4203932175033,1.2700225964678031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4203932175033,1.2700225964678031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212207,36.083,2.367,4.4665,"(0.807475, 0.588454, 0.0413002)",712,550.0,<pygplates.pygplates.Feature object at 0x000002127161A120>,35.4203932175033,1.2700225964678031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4203932175033,1.2700225964678031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212228,35.950001,3.367,0.06885,"(0.808132, 0.586066, 0.0587314)",712,550.0,<pygplates.pygplates.Feature object at 0x000002127161A190>,35.26280860773766,2.2664338526181815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.26280860773766,2.2664338526181815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212231,35.783001,4.217,1.2935,"(0.809041, 0.583134, 0.0735341)",712,550.0,<pygplates.pygplates.Feature object at 0x000002127161A0B0>,35.07503797933248,3.112061994177623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.07503797933248,3.112061994177623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212232,35.783001,4.217,1.2935,"(0.809041, 0.583134, 0.0735341)",712,550.0,<pygplates.pygplates.Feature object at 0x000002127161A200>,35.07503797933248,3.112061994177623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.07503797933248,3.112061994177623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212302,36.241001,3.9,2.67235,"(0.80467, 0.589814, 0.0680153)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A270>,35.540211467287314,2.806459980266677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.540211467287314,2.806459980266677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212304,36.241001,3.9,2.67235,"(0.80467, 0.589814, 0.0680153)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A2E0>,35.540211467287314,2.806459980266677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.540211467287314,2.806459980266677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212306,36.241001,3.9,2.67235,"(0.80467, 0.589814, 0.0680153)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A350>,35.540211467287314,2.806459980266677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.540211467287314,2.806459980266677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212323,36.317001,3.975,1.29985,"(0.803814, 0.590828, 0.0693212)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A3C0>,35.61423818977609,2.8833189922941513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.61423818977609,2.8833189922941513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212325,36.317001,3.975,1.29985,"(0.803814, 0.590828, 0.0693212)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A430>,35.61423818977609,2.8833189922941513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.61423818977609,2.8833189922941513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212327,36.317001,3.975,1.29985,"(0.803814, 0.590828, 0.0693212)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A4A0>,35.61423818977609,2.8833189922941513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.61423818977609,2.8833189922941513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212463,36.266899,4.3083,1.6845,"(0.803992, 0.589876, 0.0751232)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A510>,35.55592326352593,3.2152753170749304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.55592326352593,3.2152753170749304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212682,36.283298,4.2583,1.6845,"(0.803876, 0.590145, 0.074253)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A580>,35.57354022279007,3.1656967819980344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57354022279007,3.1656967819980344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212685,36.283298,4.2583,1.6845,"(0.803876, 0.590145, 0.074253)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A5F0>,35.57354022279007,3.1656967819980344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57354022279007,3.1656967819980344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212687,36.283298,4.2583,1.6845,"(0.803876, 0.590145, 0.074253)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A660>,35.57354022279007,3.1656967819980344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57354022279007,3.1656967819980344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212698,36.262501,4.2375,1.6845,"(0.804111, 0.589869, 0.0738909)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A6D0>,35.55329248779046,3.144388256610866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.55329248779046,3.144388256610866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212701,36.262501,4.2375,1.6845,"(0.804111, 0.589869, 0.0738909)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A740>,35.55329248779046,3.144388256610866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.55329248779046,3.144388256610866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212703,36.262501,4.2375,1.6845,"(0.804111, 0.589869, 0.0738909)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A7B0>,35.55329248779046,3.144388256610866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.55329248779046,3.144388256610866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212716,36.233898,4.2875,1.6845,"(0.804353, 0.589429, 0.0747612)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A820>,35.52349079382724,3.1936648759727193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.52349079382724,3.1936648759727193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212719,36.233898,4.2875,1.6845,"(0.804353, 0.589429, 0.0747612)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A890>,35.52349079382724,3.1936648759727193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.52349079382724,3.1936648759727193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212721,36.233898,4.2875,1.6845,"(0.804353, 0.589429, 0.0747612)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A900>,35.52349079382724,3.1936648759727193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.52349079382724,3.1936648759727193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212744,36.4417,3.7667,2.67235,"(0.802724, 0.592721, 0.065694)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A970>,35.743944388818726,2.6781757135660667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.743944388818726,2.6781757135660667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212747,36.4417,3.7667,2.67235,"(0.802724, 0.592721, 0.065694)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161A9E0>,35.743944388818726,2.6781757135660667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.743944388818726,2.6781757135660667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212749,36.4417,3.7667,2.67235,"(0.802724, 0.592721, 0.065694)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161AA50>,35.743944388818726,2.6781757135660667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.743944388818726,2.6781757135660667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212775,36.2836,4.2417,1.6845,"(0.80389, 0.590162, 0.073964)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161AAC0>,35.57425459434061,3.1491093794111564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57425459434061,3.1491093794111564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212778,36.2836,4.2417,1.6845,"(0.80389, 0.590162, 0.073964)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161AB30>,35.57425459434061,3.1491093794111564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57425459434061,3.1491093794111564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212780,36.2836,4.2417,1.6845,"(0.80389, 0.590162, 0.073964)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161ABA0>,35.57425459434061,3.1491093794111564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57425459434061,3.1491093794111564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212806,36.325298,3.7836,2.197,"(0.803911, 0.591078, 0.0659883)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161AC10>,35.627282712323066,2.692183626256366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.627282712323066,2.692183626256366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212809,36.325298,3.7836,2.197,"(0.803911, 0.591078, 0.0659883)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161AC80>,35.627282712323066,2.692183626256366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.627282712323066,2.692183626256366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212811,36.325298,3.7836,2.197,"(0.803911, 0.591078, 0.0659883)",709,550.0,<pygplates.pygplates.Feature object at 0x000002127161ACF0>,35.627282712323066,2.692183626256366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.627282712323066,2.692183626256366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
